"Gene.names","HK2_01","HK2_02"
"dhcr7",61.33,73.82
"dhdds",40.53,51.66
"dhdh",0.88,2.59
"dhfr",11.77,7.95
"dhh",0.03,0.03
"dhodh",19.49,18.95
"dhps",116.05,108.03
"dhrs1",37.34,44.23
"dhrs13",18.6,17.21
"dhrs2",0.62,0.99
"dhrs3",34.19,112.5
"dhrs4",4.92,9.85
"dhrs7",54.94,81.25
"dhrs7b",53.71,60.78
"dhrs7c",0,0
"dhrs9",1.12,1.23
"dhtkd1",19.53,35.01
"dhx15",132.01,111.13
"dhx29",12.15,20.18
"dhx30",62.44,54.7
"dhx32",78.99,61.64
"dhx33",0.91,1.23
"dhx34",9.12,9.07
"dhx35",12.78,14.77
"dhx37",1.75,2.92
"dhx38",36.76,36.78
"dhx40",45.92,30.39
"dhx57",6.11,7.19
"dhx58",5.49,8.93
"dhx8",19.18,37.87
"dhx9",102.26,72.96
"diablo",107.86,118.49
"diaph1",22.35,25.1
"diaph2",13.23,10.32
"diaph3",9.83,5.91
"dicer1",7.18,10.5
"dido1",17.6,28.2
"dimt1",21.89,28.08
"dio1",0.5,1.08
"dio2",0.01,0.1
"dio3",0,0.02
"dip2a",10.96,9.47
"dip2b",5.01,4.29
"dip2c",2.95,5.74
"dipk1a",32.82,15.43
"dipk1b",4.82,6.52
"dipk1c",0,0
"dipk2a",22.76,7.01
"dipk2b",0,0.02
"diras1",0.21,0.74
"diras2",0,0.1
"dis3",20.03,15.95
"dis3l",11.23,13.36
"dis3l2",11.34,17.06
"disc1",1.72,3.89
"disp1",4.13,3.82
"disp2",0.61,1.03
"disp3",0.01,0.64
"dixdc1",18.49,27.19
"dkc1",101.26,118.6
"dkk1",1.92,1.43
"dkk2",0,0.03
"dkk3",343.76,394.87
"dkk4",0,0
"dkkl1",0.55,1.21
"dlat",28.91,20.56
"dlc1",23.33,14.18
"dld",111.96,85.6
"dlec1",0.13,0.11
"dleu2",7.42,5.47
"dleu7",0,0
"dlg1",86.25,94.1
"dlg2",0.12,0.25
"dlg3",10.58,18.86
"dlg4",0.33,0.35
"dlg5",4.78,4.11
"dlgap1",0.07,0.29
"dlgap3",0.02,0.11
"dlgap4",24.83,40.68
"dlgap5",56.02,39.8
"dlk1",0,0.01
"dlk2",19.74,21.2
"dll1",0.07,0.07
"dll3",15.39,21.93
"dll4",0,0.14
"dlst",4.18,9.32
"dlx1",3.26,2.22
"dlx2",0.53,0.38
"dlx3",0.04,0.06
"dlx4",0.47,0.66
"dlx5",0,0.12
"dlx6",0.3,1.05
"dmac1",29.58,44.85
"dmac2",89.21,82.18
"dmac2l",9.76,15.19
"dmap1",44.36,57.26
"dmbt1",0,0.02
"dmbx1",1.73,2.87
"dmc1",1,0.91
"dmd",1.21,2.42
"dmgdh",0.27,0.46
"dmkn",67.77,203.66
"dmp1",0,0.02
"dmpk",6.76,8.58
"dmrt1",0,0.1
"dmrt2",0,0
"dmrt3",0,0.02
"dmrta1",2.32,2.03
"dmrta2",0.01,0.04
"dmrtb1",0,0.02
"dmrtc1b",0,0
"dmrtc2",0,0.03
"dmtf1",42.88,40.42
"dmtn",7.79,11.54
"dmwd",18.38,13.7
"dmxl1",5.58,8.1
"dmxl2",2.95,4.7
"dna2",7.63,5.87
"dnaaf1",0.35,0.41
"dnaaf2",12.51,15.41
"dnaaf3",12.83,10.51
"dnaaf4",3.39,5.98
"dnaaf5",13.82,18.12
"dnah1",0.14,0.23
"dnah10",0.04,0.05
"dnah11",0,0.21
"dnah12",0.02,0.17
"dnah14",12.28,14.39
"dnah17",0.52,1.47
"dnah2",0,0.17
"dnah3",1.34,0.14
"dnah5",2.01,2.72
"dnah6",0.26,0.63
"dnah8",0,0
"dnah9",0,0.43
"dnaja1",151.06,127.4
"dnaja2",82.8,80.18
"dnaja3",48.95,56.45
"dnaja4",0.09,0.19
"dnajb1",119.66,125.81
"dnajb11",151.1,152.84
"dnajb12",78.2,116.42
"dnajb13",0.02,0.13
"dnajb14",28.21,41.5
"dnajb2",1.83,6.54
"dnajb3",0,0
"dnajb4",25.7,14.69
"dnajb5",17.75,21.27
"dnajb6",142.26,129.73
"dnajb7",0,0.1
"dnajb8",0,0.2
"dnajb9",20.98,23.18
"dnajc1",8.86,17.46
"dnajc10",116.48,101.04
"dnajc11",49.24,54.94
"dnajc12",0.62,1.98
"dnajc13",6.9,10.11
"dnajc14",28.44,22.44
"dnajc15",0.03,0.02
"dnajc16",6.6,5.68
"dnajc17",21.85,30.75
"dnajc18",6.41,6.63
"dnajc19",99.82,87.02
"dnajc2",29.48,50.5
"dnajc21",22.09,22.7
"dnajc22",8.9,13.79
"dnajc24",5.59,6.13
"dnajc25",20.09,14.79
"dnajc27",4.18,4.03
"dnajc28",1.8,1.54
"dnajc3",5.61,7.74
"dnajc30",3.82,6.22
"dnajc4",22.4,25.76
"dnajc5",6.59,5.06
"dnajc5b",0,0.03
"dnajc5g",0,0
"dnajc6",2.29,3.46
"dnajc7",59.47,77.07
"dnajc8",227.27,189.57
"dnajc9",50.67,57.61
"dnal1",11.36,10.74
"dnal4",15.29,17.09
"dnali1",0,0.11
"dnase1",4.45,5.11
"dnase1l1",15.71,23.84
"dnase1l2",0.34,0.16
"dnase1l3",0,0.23
"dnase2b",0,0
"dnd1",0.03,0
"dner",0.57,0.15
"dnhd1",0.27,0.67
"dnlz",25.06,35.45
"dnm1",26.06,56.6
"dnm1l",75.73,61.48
"dnm2",139.01,147.78
"dnm3",2.2,2.14
"dnm3os",0.07,0
"dnmbp",4.06,8.62
"dnmt1",99.86,163.81
"dnmt3a",6.02,7.51
"dnmt3b",10.88,24.52
"dnmt3l",0,0
"dnpep",138.74,112.33
"dnph1",205,311.76
"dntt",0,0.04
"dnttip1",173.93,103.95
"dnttip2",105.69,104.76
"doc2a",0.93,0.53
"dock1",15.09,17.8
"dock10",6.54,6.7
"dock11",3.43,4.95
"dock2",8.99,1.76
"dock3",0.47,0.55
"dock4",3.57,6.02
"dock5",1.88,3.16
"dock6",8.32,10.39
"dock7",23.43,13.97
"dock8",0,0.09
"dock9",8.36,6.54
"dohh",17.42,24.1
"dok1",30.6,47.83
"dok2",0,0
"dok3",0.71,0.39
"dok4",60.17,64.5
"dok5",0,0.51
"dok6",3.18,2.63
"dok7",0.15,1.96
"dolk",28.64,31.19
"dolpp1",14.3,16.66
"donson",66.9,61.24
"dop1a",1.32,2.34
"dop1b",5.28,10.64
"dot1l",1.28,2.08
"dpagt1",86.17,64.05
"dpep1",0.79,1.07
"dpep3",0,0.04
"dpf1",1.12,1.8
"dpf2",43.53,34.69
"dpf3",0.19,0.32
"dph1",42.7,41.16
"dph2",51.74,56.69
"dph3",26.02,17.11
"dph5",34.89,27.6
"dph6",10.82,15.98
"dph7",41.09,51.97
"dpm1",155.78,135.17
"dpm2",126.77,125.04
"dpm3",103.99,119.28
"dpp10",0,0.09
"dpp3",75.47,78.49
"dpp4",70.93,51.61
"dpp6",0,0.26
"dpp7",257.15,395.87
"dpp8",43.76,34.64
"dpp9",63.45,57.52
"dppa2",0,0
"dppa3",0,0
"dppa4",0,0.03
"dpt",0,0.02
"dpy19l1",14.53,10.67
"dpy19l2",3.39,5.02
"dpy19l3",3.49,7.77
"dpy19l4",12.8,18.32
"dpy30",188.17,174.16
"dpyd",1.74,2.8
"dpys",0.11,0.12
"dpysl2",30.95,12.78
"dpysl3",9.88,2.83
"dpysl4",1.66,0.35
"dpysl5",11.91,17.63
"dqx1",0.14,0
"dr1",28.96,29.3
"dram1",27.45,35.65
"dram2",105.26,99.74
"drap1",154.61,181.15
"draxin",0.01,0.22
"drc1",0.3,0.52
"drc3",0.26,1.14
"drc7",0.11,0.51
"drd1",0,0
"drd2",0,0.13
"drd3",0.03,0.03
"drd5",0,0.05
"drg1",142.23,130.29
"drg2",39.58,51.78
"drosha",26.52,25.69
"drp2",0.06,0.03
"dsc1",0,0.02
"dsc2",4.27,2.03
"dsc3",0.69,0.54
"dscam",0,0.01
"dscaml1",8.1,22.11
"dscc1",14.28,13.35
"dse",37.69,21.91
"dsg2",23.1,17.89
"dsg3",0,0
"dsg4",0,0.01
"dsn1",72.75,65.37
"dsp",3.43,8.81
"dspp",0,0.05
"dst",26.78,41.07
"dstn",456.57,362.69
"dstyk",8.92,9.42
"dtd1",144.73,145.42
"dtd2",2.96,6.24
"dthd1",0,0
"dtl",58.41,46.79
"dtna",11.18,7.99
"dtnb",16.17,29.04
"dtnbp1",31.31,41.42
"dtwd1",18.26,17.49
"dtwd2",2.26,2.28
"dtx1",0.08,0.36
"dtx3",7.06,16.92
"dtx3l",4.05,4.76
"dtx4",0.76,1.39
"dtymk",190.44,175.44
"dubr",2.24,4.47
"duox1",0.18,0.43
"duox2",0.02,0.01
"duoxa1",0,0.07
"duoxa2",0,0
"dupd1",0,0
"dus1l",111.07,155.45
"dus2",43.31,60.9
"dus3l",26.18,24.3
"dus4l",7.64,6.64
"dusp1",167.6,53.79
"dusp10",51.54,81.04
"dusp11",44.98,39.77
"dusp12",57.43,53.35
"dusp13",0.31,1.83
"dusp15",0.43,2.54
"dusp16",1.52,1.34
"dusp18",4.76,3.46
"dusp19",0.85,0.13
"dusp2",3.15,9.29
"dusp21",0,0
"dusp22",29.37,32.64
"dusp23",138.95,215.61
"dusp26",0,0.02
"dusp27",0,0.06
"dusp28",5.5,9.55
"dusp3",56.98,47.67
"dusp4",0.1,0.21
"dusp5",23.16,42.62
"dusp6",158.6,69.86
"dusp7",2.32,2.52
"dusp8",2.05,1.68
"dusp9",2.27,3.19
"dut",133.26,172.54
"dvl1",10.73,15.47
"dvl2",36.64,41.22
"dvl3",57.31,115.74
"dydc1",0,0
"dydc2",0.04,0.05
"dym",20.91,25.64
"dynap",0.17,0.13
"dync1h1",65.74,123.91
"dync1i1",1.86,1.59
"dync1i2",59.09,48.34
"dync1li1",21.31,22.74
"dync1li2",165.56,226.47
"dync2h1",2.88,5.58
"dync2li1",11.78,19.07
"dynll1",767.12,811.1
"dynll2",0.3,0.75
"dynlrb1",389.77,488.34
"dynlrb2",0.72,1.13
"dynlt3",75.27,36.67
"dyrk1a",0.25,2.19
"dyrk1b",9.63,12.11
"dyrk2",11,9.61
"dyrk3",21.02,18.62
"dyrk4",56.97,76.79
"dysf",1.24,7.25
"dytn",0,0
"dzank1",5.06,3.38
"dzip1",2.81,5.37
"dzip1l",8.42,23.94
"dzip3",7.21,8.48
"e2f1",42.51,32.2
"e2f2",0.55,0.82
"e2f3",6.28,6.18
"e2f4",97.09,116.19
"e2f5",12.07,11.97
"e2f6",16.52,19.25
"e2f7",14.95,15.4
"e2f8",3.74,2.21
"e4f1",13.2,15.59
"eaf1",4.17,3.81
"eaf2",6.58,8.76
"eapp",46.1,42.88
"ears2",21.44,25.1
"ebag9",18.59,20.73
"ebf1",0,0.02
"ebf2",0,0.1
"ebf3",0.01,0.05
"ebf4",3.18,10.32
"ebi3",54.96,42.92
"ebna1bp2",120.85,140.44
"ebp",362.13,373.49
"ebpl",50.6,59.72
"ecd",53.49,48.48
"ece1",60.98,36.12
"ece2",0.04,0.17
"ecel1",0,0.04
"ech1",370.61,373.16
"echdc1",74.67,84.37
"echdc2",9.44,20.96
"echdc3",13.78,21.28
"echs1",219.96,276.86
"eci1",78.95,164.57
"eci2",257.18,147.32
"ecm1",15.88,20.86
"ecm2",0.07,0.1
"ecpas",40.75,25.02
"ecscr",0,0
"ecsit",30.47,32.73
"ect2",98.66,66.96
"ect2l",0.02,0
"eda",0.03,0.12
"eda2r",0,0
"edar",0.02,0.05
"edaradd",0.08,0.4
"edc3",16.2,19.62
"edc4",47.64,53.65
"eddm3b",0,0
"edem1",10.17,9.71
"edem2",76.13,74.6
"edem3",8.65,6.77
"edf1",356.94,506.85
"edil3",7.19,5.53
"edn1",0.61,0.59
"edn2",0,1.29
"edn3",0,0.09
"ednra",0.81,0.23
"ednrb",0.02,0.3
"edrf1",15.44,11.19
"eea1",12.12,29.83
"eed",32.5,22.86
"eef1a1",831.71,994.6
"eef1a2",85.13,136.64
"eef1akmt1",14.56,19.35
"eef1akmt2",28.72,18.68
"eef1akmt3",11.06,6.08
"eef1aknmt",36.18,48.01
"eef1b2",228.57,292.29
"eef1d",304,371.45
"eef1e1",158.06,135.93
"eef1g",368.82,375.95
"eef2",154.09,165.73
"eef2k",2.31,2.54
"eef2kmt",10.74,13.09
"eefsec",16.32,25.77
"eepd1",21.67,46.38
"efcab1",0.2,0.91
"efcab10",0.42,1.04
"efcab11",19.69,24.88
"efcab12",0.09,0.1
"efcab14",52.12,49.63
"efcab2",18.97,18.5
"efcab3",0,0.06
"efcab5",0.4,1.98
"efcab6",0.61,1.87
"efcab7",7.02,8.67
"efcab8",0,0.17
"efcab9",0,0
"efcc1",0,0.02
"efemp1",9.55,12.05
"efemp2",8.63,6.83
"efhb",2.91,1.68
"efhc1",52.6,60.69
"efhc2",0,0
"efhd1",21.55,55.34
"efhd2",178.67,123.64
"efl1",11.47,14.4
"efna1",16.89,51.12
"efna2",0,0.56
"efna3",13.53,6.74
"efna4",11.75,16.36
"efna5",12.46,14.51
"efnb1",1.66,1.43
"efnb2",3.3,4.3
"efnb3",0.15,0.33
"efr3a",34.58,45.07
"efr3b",0.04,0.24
"efs",0,0.02
"eftud2",190.26,164.95
"egf",0.74,0.45
"egfl6",0,0.02
"egfl7",85.78,112.18
"egflam",0,0.1
"egfr",23.04,44.1
"egln1",62.06,16.14
"egln2",98.63,96.24
"egln3",16.23,10.18
"egr1",1.12,4.93
"egr2",5.82,2.54
"egr3",0.01,0.1
"egr4",0,0.04
"ehbp1",17.33,29.09
"ehbp1l1",9.26,10.57
"ehd1",16.5,22.12
"ehd2",140.26,110.82
"ehd3",29.25,8.34
"ehd4",9.81,7.55
"ehf",0,0.34
"ehhadh",28.22,29.05
"ehmt1",16.55,33.37
"ehmt2",47.8,37.08
"ei24",156.3,115.62
"eid1",115.09,125.58
"eid2",14.41,23.3
"eid2b",3.6,7.52
"eif1",877.25,825.97
"eif1ad",17.74,23.77
"eif1ax",24.98,21.71
"eif1b",42.1,68.83
"eif2a",59.51,45.64
"eif2ak1",93.76,101.39
"eif2ak2",32.25,41.05
"eif2ak3",19.5,14.4
"eif2ak4",23.44,28.84
"eif2b1",65.32,60.19
"eif2b2",53.73,55.82
"eif2b3",41.3,38.4
"eif2b4",79.43,73.43
"eif2b5",63.64,56.86
"eif2d",68.06,53.93
"eif2s1",213.84,180.2
"eif2s2",69,44.4
"eif3a",62.02,67.77
"eif3b",241.26,208.07
"eif3c",2.53,3.56
"eif3d",306.17,262.84
"eif3e",182.87,149.58
"eif3f",112.45,123.19
"eif3g",179.47,260.32
"eif3h",190.07,205.45
"eif3i",602.79,444.23
"eif3k",213.05,290.71
"eif3l",189.07,152.83
"eif3m",185,210.29
"eif4a1",1014.02,768.02
"eif4a2",178.85,164.99
"eif4a3",339.15,274.61
"eif4b",47.71,51.69
"eif4e",104.88,64.46
"eif4e1b",0,0.03
"eif4e2",144.4,135.6
"eif4e3",9.59,11.49
"eif4ebp1",618.92,482.85
"eif4ebp2",11.74,14.95
"eif4ebp3",21.05,31.37
"eif4enif1",23.3,32.96
"eif4g1",62.33,50.03
"eif4g2",374.23,204.58
"eif4g3",19.63,24.64
"eif4h",239.09,157.45
"eif5",320.38,317.37
"eif5a",669.33,496.84
"eif5a2",32.06,18.13
"eif5b",22.73,24.52
"eif6",476.34,556.57
"eipr1",33.31,35.97
"elac1",5.72,7.12
"elac2",98.75,80.61
"elavl1",63.89,48.7
"elavl2",2.39,3.28
"elavl3",0,0.04
"elavl4",0,0.11
"eldr",0,0.04
"elf1",8.95,16.1
"elf2",23.47,31.58
"elf3",105.7,148.42
"elf4",13.33,10.89
"elf5",0,0.11
"elfn1",0.02,0.45
"elfn2",0.19,0.46
"elk1",18.43,17.9
"elk3",32.45,23.68
"elk4",3.58,3.68
"ell",7.64,11.07
"ell2",7.42,4.75
"ell3",9.49,12.47
"elmo1",0,0.15
"elmo2",63.42,54.08
"elmo3",0.31,0.32
"elmod1",7.12,9.28
"elmod2",14.12,14.12
"elmod3",16.36,16.22
"elmsan1",8.18,8.25
"eln",0.41,1.38
"eloa",37.8,34.52
"elob",383.66,575.86
"eloc",172.22,164.27
"elof1",146.08,198.66
"elovl1",195.12,157.09
"elovl2",6.29,5.91
"elovl3",8.41,5.66
"elovl4",8.9,8.91
"elovl5",135.2,132.74
"elovl6",25.95,23.9
"elovl7",4.34,3.98
"elp1",15.03,9.59
"elp2",57.25,60.33
"elp3",22.94,30.61
"elp4",15.66,17.1
"elp5",84.58,79.53
"elp6",49.82,55.99
"emb",1.94,4.83
"emc1",128.02,61.63
"emc10",0,0.16
"emc2",70.07,51.66
"emc3",50.36,75.64
"emc4",287.53,218.44
"emc6",168.42,187.58
"emc7",119.38,95.08
"emc8",45.31,56.41
"emc9",67.09,65.73
"emcn",0,0.01
"emd",39.11,49.54
"eme1",46.33,20.36
"eme2",0.73,1.17
"emg1",130.26,128.32
"emid1",3.49,18.81
"emilin1",0.28,0.88
"emilin2",0.41,0.39
"emilin3",0.02,0.16
"eml1",10.38,11.32
"eml2",10.71,8.87
"eml3",6.66,6.39
"eml4",30.44,53.69
"eml6",0.49,0.97
"emp1",3.79,8.55
"emp2",23.29,29.47
"emp3",452.56,527.48
"emsy",5.84,7.2
"emx1",0.23,1.11
"emx2",0,0.03
"emx2os",0,0.18
"en1",0,0.02
"en2",0.21,0.27
"enah",6.41,16.57
"enam",0.23,0.43
"enc1",5.86,11.94
"endod1",1.74,6.24
"endog",40.75,41.5
"endou",0,0.02
"endov",16.5,29.66
"eng",2.17,3.71
"engase",4.15,5.2
"enho",0.24,1.18
"enkd1",13.63,22.64
"enkur",0.11,0.11
"eno1",6375.18,3473.51
"eno2",492.25,158.92
"eno3",61.78,66.52
"eno4",0.2,0.59
"enoph1",68.3,51.06
"enox1",0.39,0.42
"enox2",29.17,23.83
"enpep",83.32,78.4
"enpp1",8.94,9.82
"enpp2",16.37,28.14
"enpp3",2.99,0.68
"enpp4",6.6,5.37
"enpp5",2.64,3.43
"enpp6",0,0.02
"enpp7",0,0.06
"ensa",59.92,60.78
"enthd1",0,0
"entpd1",0.25,0.7
"entpd2",0,0.15
"entpd3",0.4,0.05
"entpd4",32.92,28.87
"entpd5",3.36,5.61
"entpd6",144.13,106.07
"entpd7",19.63,13.99
"entpd8",0.09,0.46
"entr1",13.42,26.91
"eny2",294.47,242.52
"eogt",15.17,9.05
"eomes",0,0.04
"ep300",5.97,7.76
"ep400",2.27,2.47
"epas1",28.72,18.48
"epb41",2.44,7.93
"epb41l1",6.06,8.11
"epb41l2",38.83,44.12
"epb41l3",15.75,17.19
"epb41l4a",0.07,0.1
"epb41l4b",11.24,5.69
"epb41l5",6.46,6.56
"epb42",0,0
"epc1",6.39,9.17
"epc2",0.87,1.07
"epcam",59,80.56
"epdr1",118.45,112.65
"epg5",1.5,2.81
"epgn",0.19,0.28
"epha1",0.56,0.43
"epha10",0.01,0.59
"epha2",22.68,20.45
"epha3",0.46,0.08
"epha4",3.8,7.84
"epha5",0.33,1.47
"epha6",1.59,3.77
"epha7",0.39,0.2
"epha8",0,0.01
"ephb1",12.88,10.51
"ephb2",30.1,59.89
"ephb3",0.15,0.15
"ephb4",6.91,5.5
"ephx1",22.34,77.61
"ephx2",5.48,12.6
"ephx3",0,0.07
"ephx4",8.03,10.25
"epm2a",1.68,3.35
"epm2aip1",3.79,4.43
"epn1",23.05,26.35
"epn2",34.49,52.53
"epn3",0.23,1.73
"epo",0,0.03
"epor",21.98,25.48
"eppin",0,0.13
"eprs",133.86,117.81
"eps15",12.57,10.09
"eps15l1",13.65,13.85
"eps8",46.78,50.87
"eps8l1",11.26,11.45
"eps8l2",75.23,101.05
"eps8l3",0,0.09
"epsti1",0.15,0.4
"epx",0.03,0.03
"epyc",0,0
"eqtn",0,0
"eral1",116.98,104.5
"erap1",6.78,15.57
"eras",0,0
"erbb2",21.03,21.47
"erbb3",0.57,7.08
"erbb4",0,0.01
"erbin",9.46,14.39
"erc1",13.94,39.18
"erc2",5.43,3.44
"ercc1",86.9,81.05
"ercc2",13.2,14.9
"ercc3",57.63,57.24
"ercc4",7.88,12.45
"ercc5",15.72,20.39
"ercc6",4.69,6.35
"ercc6l",17.72,6.85
"ercc6l2",18.33,27.66
"ercc8",14.71,12.89
"ereg",50.89,52.27
"erf",4.7,11.3
"erfe",19.34,53.43
"erg",2.11,1.69
"erg28",25.98,26.78
"ergic1",31.96,39.2
"ergic2",218.33,163.76
"ergic3",482.43,556.41
"erh",112.24,140.75
"eri1",17.29,10.8
"eri2",13.99,8.63
"eri3",93.18,129.74
"erich2",0.41,1.04
"erich3",0,0.13
"erich4",0,0
"erich5",0,0
"erich6",0,0.04
"erich6b",0,0.23
"erlec1",53.7,37.63
"erlin1",83.13,58.21
"erlin2",3.68,5.56
"ermap",1.99,3.49
"ermard",15.2,11.76
"ermn",0,0.05
"ermp1",14.42,10.09
"ern1",2.95,7.32
"ern2",0.14,0.2
"erp27",0,0
"erp29",188.26,240.27
"erp44",36.91,35.86
"errfi1",230.49,85.02
"esam",7.75,3.51
"esco1",11.22,5.47
"esco2",18.25,18.72
"esd",149.84,150.02
"esf1",26.45,19
"esm1",0,0.15
"espl1",9.47,5.42
"espn",0.04,0.5
"espnl",1.07,0.71
"esr1",0.04,0.02
"esr2",0.53,0.14
"esrp1",0.25,0.31
"esrp2",22.16,21.41
"esrra",11.93,13.69
"esrrb",0,0.08
"esrrg",0.73,2.74
"ess2",18.06,19.79
"esx1",0,0
"esyt1",194.6,162.73
"esyt2",34.4,32.64
"esyt3",1.39,2.55
"etaa1",13.71,10.93
"etf1",46.05,46.39
"etfa",136.95,141.6
"etfb",176.19,209.58
"etfbkmt",1.08,1.65
"etfdh",15.3,8.63
"etfrf1",13.97,17.87
"ethe1",104.07,237.97
"etnk1",12.22,9.57
"etnk2",8.98,21.8
"etnppl",0,0.02
"ets1",16.51,9.06
"ets2",14.5,14.05
"etv1",9.35,11.52
"etv2",0.4,1.8
"etv3",3.35,3.76
"etv3l",0,0
"etv4",20.99,25.75
"etv5",44.48,45.99
"etv6",11.14,9.62
"eva1a",177.36,150.39
"eva1b",10.66,28.89
"eva1c",0,0.22
"evc",6.68,26.74
"evc2",1.67,3.96
"evi2a",0.72,0.55
"evi2b",0.05,0.17
"evi5",3.73,19.93
"evi5l",4.11,4.72
"evl",2.73,6.62
"evpl",1.54,3.71
"evx1",0,0.44
"evx2",0,0.07
"ewsr1",460.83,452.68
"exd1",0,0.1
"exd2",14,13.7
"exo1",35.21,15.11
"exo5",13.75,13.28
"exoc1",18,11.11
"exoc2",43.37,33.88
"exoc3",13.48,19.97
"exoc3l2",1.96,0.08
"exoc3l4",2.86,4.24
"exoc4",37.79,57.56
"exoc5",45.93,37.76
"exoc6",4.64,7.03
"exoc6b",4.72,5.03
"exoc7",56.31,62.85
"exoc8",1.94,2.02
"exog",5.35,7.31
"exosc1",80.32,119.9
"exosc10",100.53,87.61
"exosc2",43.24,37.97
"exosc3",54.14,59.63
"exosc4",49.83,77.94
"exosc5",86.76,76.56
"exosc7",93.41,102.29
"exosc8",106.76,80.98
"exosc9",35.07,33.05
"exph5",0.82,2.63
"ext1",59.87,74.8
"ext2",102.99,68.13
"extl1",0,0.18
"extl2",26.95,27.63
"extl3",5.92,5.13
"eya1",0,0.05
"eya2",0,0.06
"eya3",11.01,12.18
"eya4",0.7,3.23
"ezh1",9.89,18.92
"ezh2",46.73,44.37
"ezr",258.49,158.18
"f10",0,0.12
"f11",0,0
"f11r",65.63,47.02
"f12",23.05,40.71
"f13a1",0,0.03
"f13b",0,0
"f2",0.55,2.19
"f2r",8.33,6.73
"f2rl1",16.75,12.7
"f2rl2",0,0.01
"f2rl3",0,0.04
"f3",211.27,7.12
"f5",0,0.01
"f7",0,0.1
"f8",4.73,3.47
"f9",0,0.02
"fa2h",0.04,0.95
"faah",0.27,0.43
"faap100",13.44,17.03
"faap20",97.45,154.39
"faap24",8.17,8.74
"fabp1",0,0
"fabp12",0,0.12
"fabp2",0.01,0
"fabp3",0.13,0.45
"fabp4",0,0.09
"fabp5",11.83,12.82
"fabp6",30.13,0.35
"fabp7",0,0
"fabp9",0,0
"fadd",38.27,65.38
"fads1",117.07,171.1
"fads2",7.46,8.22
"fads3",81.03,117.81
"faf1",102.77,109.76
"faf2",24.59,27.57
"fah",120.34,92.27
"fahd1",22.26,36.73
"fahd2a",47.34,58.04
"faim",26.87,28.52
"faim2",0,0.02
"fam102a",15.08,38.25
"fam102b",4,2.96
"fam104a",37.04,43.4
"fam107a",0.03,0.14
"fam107b",29,36.78
"fam110a",3.34,4.27
"fam110b",11.64,10.65
"fam110c",2.27,0.14
"fam111a",17.41,19.64
"fam114a1",48.76,79.46
"fam114a2",10.49,11.26
"fam117a",3.36,8.48
"fam117b",4.37,3.07
"fam118a",10.61,13.29
"fam118b",24.38,21.83
"fam120a",8.9,9.04
"fam120aos",65.66,51.22
"fam120b",25.62,24.94
"fam120c",7.53,9.78
"fam122a",1.63,2.16
"fam122b",11.14,6.07
"fam122c",1.79,3.3
"fam124a",1.13,1.94
"fam124b",0,0.02
"fam126a",48.91,32.42
"fam126b",11.08,4.91
"fam129a",9.19,13.01
"fam129b",10.29,12.82
"fam129c",0,0.02
"fam131a",6.43,8.41
"fam131b",0,0.1
"fam131c",4.05,4.26
"fam133b",7.19,8.79
"fam135a",7.01,11.17
"fam135b",0,0.03
"fam136a",100.06,114.62
"fam13a",17.09,5.59
"fam13b",1.9,5.31
"fam13c",0.99,0.89
"fam149a",9.14,10.84
"fam151a",0,0
"fam151b",0.45,0.34
"fam155a",0.43,0.79
"fam160a1",0.67,1.27
"fam160a2",8.23,10.06
"fam160b1",9.37,12.07
"fam160b2",11.08,15.54
"fam161a",10.97,12.78
"fam161b",2.85,4.27
"fam162a",425.14,119.97
"fam162b",1.03,0.78
"fam163a",0,0.04
"fam163b",0,0
"fam166a",0.04,0.35
"fam166b",0,0
"fam167a",4.28,1.18
"fam167b",0,0
"fam168a",0.94,1.57
"fam168b",16.71,20.25
"fam169a",0.28,0.59
"fam169b",0,0.13
"fam170a",0,0
"fam170b",0,0
"fam171a1",13.92,20.69
"fam171a2",5.24,9.71
"fam171b",0.92,1.42
"fam172a",7.18,8.58
"fam173a",47.21,84.15
"fam174a",17.97,19.28
"fam174b",1.75,3.1
"fam178b",0.07,0.58
"fam180a",0,0.03
"fam181a",0,0.06
"fam181b",0,0.01
"fam184a",4.8,2.92
"fam184b",0.09,0.27
"fam185a",3.04,5.4
"fam186a",0,0.13
"fam186b",0,0.2
"fam187a",3.58,2.43
"fam187b",0,0.04
"fam189a1",0,0.02
"fam189a2",0.29,0.18
"fam192a",100.95,90.99
"fam193a",4.86,4.7
"fam193b",8.88,10.47
"fam199x",15.51,12.88
"fam204a",46.71,42.88
"fam205c",0,0.05
"fam207a",8.74,15.68
"fam20a",0,0.27
"fam20b",6.68,10.37
"fam210a",24.96,11.56
"fam210b",26.39,20.48
"fam214a",1.81,4.43
"fam214b",11.34,7.7
"fam216a",71.23,26.97
"fam216b",0,0
"fam217a",0.08,0.24
"fam217b",9.34,21.89
"fam219a",4.89,2.82
"fam219b",38.74,43.04
"fam221a",7.37,11.17
"fam221b",0,0.05
"fam222a",0.59,1.17
"fam222b",9.57,11.39
"fam227a",0.49,4.54
"fam227b",4.71,3.42
"fam228a",0.11,0.12
"fam228b",17.24,18.43
"fam229a",3.29,6.15
"fam229b",32.16,44.17
"fam234a",61.34,66.39
"fam234b",6.08,3
"fam240a",0,0.02
"fam240b",0,0
"fam241a",0.8,0.38
"fam241b",35.16,37.09
"fam24a",0,0
