"Gene.names","X3d_wt_24h_1","X3d_wt_24h_2","X3d_wt_24h_3","X3d_wt_24h_4","X3d_wt_72h_1","X3d_wt_72h_2","X3d_wt_72h_3","X3d_wt_72h_4","X3d_wt_7d_1","X3d_wt_7d_2","X3d_wt_7d_3","X3d_wt_7d_4"
"GNAI3",2226.21876046977,2925.97021837004,2664.47400784556,2230.33161643478,3479.7833158336,2889.74318602583,2986.54219980268,3870.33885505594,3442.84596484729,2947.45462377703,3505.05342207643,3639.11765321531
"PBSN",0,0,0,0,0,0,0,0,0,0,0,0
"CDC45",700.940300320559,922.984393005546,804.540073615791,714.156689302855,801.272063026256,790.897672529181,858.205542296496,933.121864503292,1127.6714912843,902.8567726835,1497.74340964129,1196.15307322424
"H19",33.715262160681,23.8189520775625,15.1739098956429,31.5400430606939,8.75024093788423,8.4762322694801,12.4330196749016,12.1932439644713,52.7328395204887,10.6023547617879,139.607288436675,43.2899341182282
"SCML2",0,0,0,0,0,0,0,0,0,0,0,0
"APOH",0.33715262160681,0.940221792535361,0.645698293431614,0.643674348177427,0.312508604924437,0,0,1.35480488494126,0.67606204513447,0.662647172611743,0.606988210594239,0.307020809349136
"NARF",477.74526481685,482.647186834819,428.420817691876,389.744817821432,415.636444549501,440.112060146082,427.630439870957,566.308441905446,756.851459528039,561.924802374758,759.038757348096,770.008189847634
"CAV2",451.447360331519,427.174101075232,525.275561706618,451.859392420553,829.08532886453,644.193652480487,745.653995765808,916.525504662762,1027.95233962696,975.08531449818,1184.53749297466,1196.46009403358
"KLF6",682.734058753791,985.352438577058,834.242195113645,676.501739934475,1405.66370495012,748.190502248339,903.357034800086,1285.70983580926,1003.95213702469,707.375856763035,829.752883882325,977.247236158301
"SCMH1",339.175537336451,411.50373786631,392.584562406421,428.687115886166,308.133484455495,371.650184123358,353.359506549835,325.830574828373,382.313086523543,402.226833775328,348.71472698639,361.056471794584
"COX5A",838.498569936137,737.447292611902,799.051638121623,639.490464914273,764.396047645172,728.629966241847,780.662761692505,763.771253885635,659.160494006108,618.581135633062,818.220107881034,637.989241827505
"TBX2",12.1374943778452,19.4312503790641,16.1424573357904,27.0343226234519,9.06274954280866,11.410312670454,5.56214038087703,5.41921953976504,7.09865147391193,10.9336783480938,5.15939979005103,6.44743699633186
"TBX4",0,0,0.968547440147421,0,0,0,0,0,0,0,0,0
"ZFY2",0,0,0,0,0,0,0,0,0,0,0,0
"NGFR",0,0.626814528356907,1.29139658686323,1.28734869635485,0.312508604924437,0,1.9631083697213,0,0.338031022567235,0,0,0
"WNT3",1.34861048642724,1.56703632089227,0.968547440147421,0,0.312508604924437,0,0,0,0,0.662647172611743,0.30349410529712,0
"WNT9A",181.050957802857,295.85645738446,265.704847747109,261.975459708213,133.441174302734,118.667251772721,110.915622889254,105.674781025418,108.169927221515,66.5960408474801,132.626924014841,105.308137606754
"FER",164.193326722517,185.850507657823,159.487478477609,116.826894194203,219.06853205203,207.667690602262,206.126378820737,244.203580510662,248.790832609485,208.071212200087,222.157685077492,257.897479853275
"XPO6",733.306951994812,786.965640352097,780.972085905537,747.305918233992,894.399627293738,927.495415641187,972.065827740332,951.750431671235,837.302842899041,754.755129604775,758.735263242799,877.158452310483
"TFE3",582.262577514961,665.050214586679,596.302373984096,569.329960962934,697.831714796267,715.589608904185,695.267547609628,659.451277745158,614.202368004666,648.40025840059,531.114684269959,602.681848752355
"AXIN2",6.4058998105294,2.82066537760608,4.5198880540213,9.01144087448397,5.00013767879099,2.28206253409079,2.61747782629507,3.72571343358846,2.02818613540341,5.30117738089394,0.606988210594239,1.84212485609482
"BRAT1",322.317906256111,438.456762585657,404.20713168819,419.353837837593,365.635067761591,419.899506272706,376.262437529916,365.119916491669,420.172561051073,428.401397093492,322.614233930838,374.565387405946
"GNA12",1096.22477694482,1498.27163305887,1141.50095653455,1129.00480670321,1253.41263771698,1237.39624768138,1342.33751289532,1313.76784497639,1324.32441897301,1301.99898387032,1320.04761098982,1302.24718410292
"SLC22A18",6.06874718892259,7.83518160446134,21.3080436832433,3.86204608906456,2.81257744431993,0.978026800324626,5.56214038087703,2.3709085486472,3.71834124823959,5.63250096719981,3.94542336886255,4.91233294958618
"ITGB2L",0.33715262160681,3.76088717014144,1.93709488029484,0.643674348177427,2.18756023447106,1.63004466720771,0,1.35480488494126,4.05637227080682,0.662647172611743,0.30349410529712,2.76318728414223
"IGSF5",606.200413649045,698.898199117952,725.764881817134,765.650637157049,667.830888723521,647.453741814903,635.719927061415,567.324545569152,530.032643385425,635.147314948355,595.455434592949,458.382068358261
"PIH1D2",25.2864466205108,28.5200610402393,22.5994402701065,27.3561597975406,33.7509293318392,25.7547057418818,25.8475935346638,24.725189150178,24.3382336248409,19.2167680057405,17.9061522125301,19.6493317983447
"DLAT",398.177246117643,471.051118060216,417.443946703539,368.181727157488,414.698918734727,376.540318124981,458.058619601637,523.293386808561,516.849433505302,455.569931170573,534.453119428228,578.427204813773
"SDHD",938.295745931753,797.308080069986,773.546555531074,824.868677189372,775.958866027376,811.76224426944,868.34826887339,779.35151006246,754.485242370068,763.700866435034,933.244373788643,758.341399092367
"FGF23",0,0.313407264178454,0.322849146715807,0,0,0,0,0,0,0,0,0.307020809349136
"FGF6",0,0,0,0,0,0,0,0,0,0,0,0
"CCND2",0,0,0,0,0,0,0,0,0,0,0,1.53510404674568
"GPR107",536.072668354828,757.818764783501,724.150636083555,626.616977950725,715.64470527696,712.003510636328,709.336490925964,726.175418328515,697.696030578773,869.061766880301,644.014491440488,695.095112366445
"NALCN",0,0,0,0,0,0,0,0,0,0,0,0
"BTBD17",4.72013670249534,3.44747990596299,0,1.60918587044357,0,1.95605360064925,0.654369456573768,1.01610366370594,4.05637227080682,7.95176607134091,5.46289389534815,3.99127052153877
"SLFN4",1.68576310803405,0,0,0,0,0,0,0,0,0,0,0
"TH",0,0,0,0,0,0,0,0,0,0,0,0
"INS2",0,0,0,0,0,0,0,0,0,0,0,0
"SCNN1G",3.70867883767491,5.95473801939062,8.07122866789518,4.50572043724199,2.81257744431993,1.63004466720771,4.90777092430326,3.38701221235315,26.0283887376771,24.8492689729404,41.5786924257054,27.6318728414223
"DRP2",9.7774260265975,12.2228833029597,11.2997201350532,15.4481843562582,5.93766349356429,6.52017866883084,9.81554184860651,6.7740244247063,7.43668249647917,4.6385302082822,4.24891747415967,7.06147861503014
"TSPAN32",0,1.88044358507072,0.645698293431614,0,0,0,0,0,0.338031022567235,0.662647172611743,0,0
"LHX2",3.03437359446129,10.342439717889,6.45698293431614,12.2298126153711,11.2503097772797,5.86816080194776,7.52524875059833,5.41921953976504,5.746527383643,9.2770604165644,4.55241157945679,4.60531214023704
"CLEC2G",0,0,0,0,0,0,0,0,0,0,0,0
"GMPR",210.38323588265,188.984580299608,181.441220454284,179.263305967413,158.441862696689,181.586975926939,201.54579262472,159.866976423069,292.058803498091,240.540923658063,398.487760255118,287.371477550792
"GLRA1",0,0,0,0,0,0,0,0,0,0,0,0
"MID2",113.957586103102,191.805245677214,174.984237519967,159.309401173913,237.194031137647,220.708047939924,194.347728602409,321.766160173549,279.889686685671,266.715486976226,211.535391392092,323.59993305399
"TRIM25",905.591941635893,1215.07996321986,1070.56777050962,933.00596768318,1074.09207512529,1033.12231007625,973.374566653479,1195.9540121819,1323.72948437329,1086.07871591065,1267.69487782607,1415.36593109952
"DGKE",100.134328617223,155.450003032513,168.204405438935,171.217376615195,348.447094490747,281.345709560051,206.453563549024,240.139165855838,175.438100712395,241.53489441698,98.3320901162667,158.422737624154
"SCPEP1",1171.94251270527,1759.46838109784,1745.96818543908,1436.35930795793,1653.17052005027,1518.5496119707,1569.17795686389,1780.89102125529,2128.24331808331,2174.14537333913,2437.96814785176,2158.66331053378
"MNT",454.48173392598,563.50626099286,541.418019042408,476.640854825384,653.768001501921,719.175707172042,528.076151455031,570.37285656027,730.147008745228,718.640858697435,658.582208494749,696.63021641319
"ITGB2",7.08020505374302,5.64133075521217,4.84273720073711,4.18388326315327,2.81257744431993,1.30403573376617,4.58058619601637,5.08051831852972,4.73243431594129,5.96382455350569,5.46289389534815,3.07020809349136
"HDDC2",360.753305119287,221.892343038345,246.333898944161,242.987066436979,210.318291114146,202.777556600639,202.200162081294,184.592165573247,193.353744908458,207.07724144117,259.18396592374,202.63373417043
"TPD52L1",160.484647884842,176.761696996648,135.273792473923,170.895539441107,129.066053833792,133.989671644474,159.993332132286,137.173994600303,111.888268469755,120.270461829031,151.443558543263,116.360886743323
"PEMT",38.7725514847832,31.3407264178454,39.3875958993285,46.6663902428634,29.0633002579726,43.6851970811666,54.9670343521965,35.9023294509434,28.732636918215,27.8311812496932,19.4236227390157,23.9476231292326
"CDH1",2166.20559382376,2628.23331740051,2960.52667538395,2212.30873468582,3528.53465820181,3386.2547916573,3234.87540857242,3716.56850061511,4432.93882994672,4606.39182041053,3875.31623053892,4757.90148248357
"CDH4",0,0,0,0,0,0,0,0,0,0,0,0
"CKMT1",9.44027340499069,6.89495981192598,9.3626252547584,9.01144087448397,0.93752581477331,1.63004466720771,2.29029309800819,6.43532320347098,7.43668249647917,3.97588303567046,4.85590568475391,7.06147861503014
"BCL6B",1.34861048642724,2.19385084924918,0.322849146715807,2.89653456679842,1.87505162954662,2.60807146753234,0,5.75792076100035,1.35212409026894,0.993970758917614,0,3.68424971218964
"CLEC10A",0,0,0,0,0,0,0,0,0,0,0,0
"ALOX12",0,0.626814528356907,1.29139658686323,0,0.625017209848873,1.95605360064925,0,1.01610366370594,0.338031022567235,0.331323586305871,0,0.307020809349136
"COMT",1192.08063879385,1605.81733576171,1422.67673539228,1407.69648923359,1484.95338819154,1600.05836550976,1520.59429656058,1429.21754324666,1392.90753314168,1640.29361843207,1434.31314163419,1333.21944335006
"RTCA",789.456349597211,652.611080271436,662.247540692267,564.135508973142,672.662271755653,674.981936154707,747.895211154573,678.171294242834,596.908700890126,682.917549621936,631.980950165457,575.621034616322
"DBT",119.352028048811,221.265528509988,176.598483253546,145.14856551401,284.695339086162,236.030467811677,249.314762954605,369.184331146493,373.524279936795,326.022408924977,303.190611191822,405.881509959558
"DAZAP2",2314.88989995236,2452.09843493222,2555.67384540233,2537.04244334133,2663.19833116605,2296.73293609566,2661.32057988551,2398.6820487885,2969.60253325316,2940.1655048783,4173.65093604599,3388.28165197707
"MCTS1",55.2930299435169,73.3372998177582,70.7039631307617,61.7927374250329,79.3771856508069,66.1798134886331,78.851519517139,81.9656955389462,71.3245457616866,61.9575106391979,68.589667797149,72.4569110063962
"REM1",0,0,0,0,0,0,0,0,0,0,0,0
"RNF17",0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC10",691.500026915568,971.875926217385,892.032192375775,714.156689302855,1065.3418341874,1074.19943568988,966.830872087742,1216.95348789849,1276.74317223645,1113.24724998773,1088.32986159547,1277.51358770176
"CCM2",980.102671010998,822.380661204262,806.15431934937,913.052062889679,661.268208020108,756.666734517819,918.73471702957,698.063216965984,651.047749464495,706.713209590424,773.606474402358,577.506142385726
"WAP",0,0,0,0,0,0,0,0,0,0,0,0
"TBRG4",605.526108405831,558.805152030183,564.663157605947,642.065162306983,723.457420400071,708.417412368471,720.460771687718,681.805558346689,520.567774753542,545.68994664577,443.404887839092,502.286044095187
"TMPRSS2",460.213328493296,641.858077037473,785.814823106274,629.835349691612,617.204494725762,657.886027685032,588.932510916391,573.082466330153,792.344716897599,888.941182058653,840.678671673021,797.026021070358
"MX1",0,0,0,1.28734869635485,0.93752581477331,0,0,0,0,0,0,0
"FAP",0.674305243213621,0.940221792535361,1.93709488029484,0.643674348177427,1.56254302462218,0.326008933441542,0,1.35480488494126,1.69015511283618,0.331323586305871,0,2.45616647479309
"GCG",0,0,0,0,0,0,0,0,0,0,0,0
"NDUFA9",841.195790908992,834.603544507222,834.887893407077,693.237272987088,708.769515968622,690.160912095745,749.580212505251,735.659052523104,631.441950155595,677.888057581813,772.392497981169,691.103841844906
"EGFL6",0.674305243213621,0.626814528356907,0,0,0.312508604924437,0,0,0,0,0.331323586305871,0,0
"LCK",71.8135084022506,60.1741947222631,74.5781528913514,76.9190846072025,66.2518242439806,92.2605281639564,82.1233668000078,69.4337503532395,62.5357391749385,75.2104540914328,68.2861736918519,57.4128913482885
"TSSK3",0,1.56703632089227,2.25994402701065,3.86204608906456,0.625017209848873,1.63004466720771,2.61747782629507,0.338701221235315,0.67606204513447,2.98191227675284,0.30349410529712,1.53510404674568
"CTTNBP2",10.4517312698111,6.26814528356907,6.77983208103195,6.11490630768555,6.8751893083376,4.56412506818159,6.87087929402456,8.12882930964756,17.239582150929,17.2288264879053,9.40831726421071,15.0440196581077
"GALNT1",597.771598108875,938.34134895029,954.987775985357,790.110262387791,1033.46595648511,892.612459762942,931.167736704471,1091.29533482018,985.36043078349,990.657523054555,962.076313791869,1009.48442113996
"MYF5",0,0,0,0,0,0,0,0,0,0,0,0
"MKRN2",242.56445361502,277.493925776245,230.059073458217,246.40175885406,261.838459721988,216.430810733171,229.212533248659,232.470970207071,352.11001465716,249.046000118534,471.374904583274,349.276083339858
"PPARG",1.68576310803405,0.313407264178454,0,0,0,0,0.981554184860651,0.67740244247063,0,0.662647172611743,2.42795284237696,0.307020809349136
"RAF1",1504.22327892986,1420.8600388068,1470.06453314722,1581.95522714392,1767.27991205238,1684.20127123102,1765.63275511647,1619.2086062864,1712.92150220608,1672.96212404183,1599.36537585897,1750.43923179889
"SEPTIN1",18.2062415667678,11.2826615104243,23.2451385635381,27.9998341457181,8.75024093788423,13.3663662711032,4.25340146772949,5.08051831852972,4.05637227080682,7.95176607134091,6.06988210594239,3.68424971218964
"PDGFB",876.933968799314,1439.16615710746,1268.79714659312,1224.59044740755,1489.10350246494,1246.00614361357,1581.28379181051,1254.54932345561,1319.33508107992,1279.24036672697,1593.95104102047,1365.62855998496
"ACVRL1",2.36006835124767,5.64133075521217,9.3626252547584,13.517161311726,5.31264628371542,1.30403573376617,0.981554184860651,1.69350610617657,4.05637227080682,6.62647172611743,3.33843515826832,8.28956185242668
"TAMALIN",209.034625396222,208.72923794285,175.629935813399,211.447023376285,137.503786166752,135.29370737824,154.758376479696,111.771403007654,74.3668249647917,98.4031051328438,68.2861736918519,75.8341399092367
"ACVR1B",522.923716112163,762.206466481999,749.655718674104,643.674348177427,650.955424057601,710.37346596912,592.858727655833,652.677253320452,1230.7709531673,1121.19901605907,1001.2270533752,1220.10069635347
"TOM1L2",909.300620473568,981.278144142738,918.01832019493,865.741998298639,956.5888396737,1020.73397060547,951.126005129971,972.411206166589,1335.55380954269,1122.15654122349,966.935254417676,1303.30333568708
"GPA33",13.4861048642724,13.4765123596735,12.9139658686323,13.1953241376372,6.25017209848873,4.89013400162313,5.23495565259014,6.7740244247063,13.5212409026894,15.572208556376,10.6222936853992,14.1229572300603
"ZFP385A",611.257702973147,626.814528356907,626.650193775381,693.559110161177,459.700157843846,527.482454308415,521.532456889293,380.700172668494,351.214232447357,379.365506320223,396.363301518038,327.591203575528
"ITGA5",302.763054202916,367.313313617148,392.584562406421,413.560768703997,325.633966331263,302.536290233751,303.300243121941,289.92824537743,258.255701241368,268.04078132145,232.476484657594,278.467874079667
"GABRA2",0,0,0,0,0,0.326008933441542,0,0,0,0,0,0
"WDR77",1341.00432328379,1603.2662006313,1650.93431061182,1521.00248474326,2006.98651237362,1785.01627380848,1963.26541839088,2015.67532080339,1296.13601200113,1482.54714575598,1327.00369588323,1267.23453100475
"ADORA3",0,0,0,0,0,0,0,0,0,0,0,0
"ATP5PB",2607.20122288546,2812.51678873744,2898.2167900678,2278.60719254809,2765.70115358126,2402.03382159728,2484.31364188231,2918.92712460594,2374.66793353483,2318.27113338218,3186.38461151446,2220.98853483165
"SOX9",38.4353988631764,44.8172387775189,45.5217296869288,43.769855676065,59.6891435405674,54.4434918847375,33.0456575569753,48.43427463665,72.0006078068211,49.3672143595748,40.9717042151111,67.8515988661591
"HNRNPD",2190.83796435835,2997.42394053009,2584.35576359656,2038.79344064763,3491.08362698767,3653.39955207664,3081.91981994559,3441.86826214442,2896.62839610135,3450.08244391063,2435.73443123677,2721.2635926256
"DYNLT1C",285.156944302608,305.985780162708,401.017382118638,379.442809878852,278.04203088732,275.647073403493,294.45971176363,174.194038081322,327.775161342545,366.324609963224,222.342816481723,310.189264101619
"C1D",496.625811626832,427.800915603589,511.715897544554,450.893880898287,473.763045065446,422.83358667368,466.565422537096,509.406636737914,449.91929103699,471.473463313255,572.693376695665,482.022670678144
"GM2A",391.0970410639,453.500311266222,467.162715297773,394.250538258674,281.570253036917,239.290557146092,231.319602898827,236.41345242225,307.608230536184,319.727260785166,376.636184673725,317.766537676356
"KRIT1",425.486608467795,619.606161280803,656.352315273236,703.536062557927,708.457007363698,711.025483836003,639.318959072571,851.494870185582,720.344109090778,714.002328489153,382.706066779668,709.832111215203
"CLCN4",466.282075682219,470.424303531859,497.833384235775,557.421985521651,610.329305417425,554.867204717505,603.001454232727,627.274661727803,509.412751008823,549.334506095135,407.896077519329,506.891356235424
"VMN2R88",0,0,0,0,0,0,0,0,0,0,0,0
"GRM6",0,0,0,0,0,0,0,0,0,0,0,0
"SEMA4F",104.854465319718,159.524297466833,132.690999300197,152.228983343961,70.9394533178471,69.1138938896069,60.2019900047866,57.9179088312388,60.1695220169678,71.8972182283741,64.9477385335836,71.5358485783488
"HK2",478.756722681671,576.669366088355,345.771436132629,320.871662566447,571.26572980187,464.562730154198,517.933424878137,713.982174364044,936.007901488674,430.389338611327,1168.75579949921,1059.52881306387
"MYO18A",1641.25896198195,1940.30437252881,1746.2910345858,1616.26628827352,1738.79787779957,1877.81145662328,1692.52659942805,1756.84323454758,2205.99045327378,1857.40002483071,2030.98255264832,2244.93615796088
"SEZ6",0.674305243213621,1.25362905671381,0,0,0,0,0,0,0,0,0,0
"HAAO",0.33715262160681,0.313407264178454,0,0,0,0.326008933441542,0,0,0,0,0,0.307020809349136
"CD52",0.33715262160681,0,0.645698293431614,0,0.625017209848873,0.978026800324626,0.981554184860651,0.338701221235315,0.67606204513447,2.3192651041411,0.30349410529712,1.22808323739655
"ABHD15",3.3715262160681,5.1273428419595,9.68547440147421,5.47123195950813,6.98456732006116,7.17219653571393,6.87087929402456,6.09662198223567,7.09865147391193,7.28911889872917,2.42795284237696,2.14914566544395
"HOXB6",2064.04834947689,1355.79982483599,1640.0736653163,1888.54053755257,1373.16281003797,1805.11146446582,1906.83259645596,1174.95453646531,1823.0013047051,1784.50883584342,1399.41131952502,1617.99966526995
"LOXL3",91.8875754927201,124.526108276025,96.8902574208809,132.165653911271,60.7422975391627,86.7477170994599,51.5512257888814,56.9966415094788,73.8834406025206,93.5724072445042,49.8610465592638,56.5041097526151
"TCL1B5",0,0,0,0,0,0,0,0.338701221235315,0,0,0,0
"BTN1A1",22.5892256476563,24.7591738700978,22.5994402701065,28.6435084938955,14.3753958265241,16.6264556055187,11.1242807617541,14.9028537343539,4.73243431594129,6.9577953124233,5.46289389534815,4.91233294958618
"KAT2B",377.610936199628,435.009282679694,426.483722811581,376.227656509706,485.638372052574,444.02416734738,482.924658951441,518.212868490032,738.259753286841,644.755698951226,635.820150597466,749.437795621242
"RAB5B",902.557568041431,1241.07396171083,983.398500896348,913.695737237857,1077.52966977946,1075.17746249021,1020.1619827985,1247.09789658843,1604.2952331041,1389.57112096682,1517.4705264856,1698.13209651007
"CRYBA1",0,0.313407264178454,0,0,0,0,0,0,0,0.331323586305871,0,0
"DNMT3L",0.33715262160681,0.626814528356907,0.968547440147421,0.321837174088713,0,0.326008933441542,0,0,0,0.331323586305871,0,0
"AIRE",0.33715262160681,0,0,0,0.625017209848873,0,0,0,32.7890091890218,20.542062350964,30.9563987403062,43.9039757369265
"ICOSL",311.191869743086,309.646377008312,376.442105070631,344.687613449012,367.822627996062,400.990988133097,378.225545899638,328.878885819491,540.849636107576,645.087022537532,416.393912467648,568.6025389146
"SPG7",1338.15875515743,1343.26353426885,1395.67686125243,1425.09500686482,982.527053882429,1043.55459594638,1148.41839628696,924.315632751174,1229.7568600996,1198.72873525464,1332.33912225436,1139.0472026853
"SULT5A1",0,0.313407264178454,0,1.28734869635485,0,0.978026800324626,0,0,0,0,0,0.307020809349136
"RPL13",21393.1564933488,15668.8212451829,16477.122761276,18558.2031757449,10777.8655185271,12277.8094019846,13857.0813892284,9962.63900970865,11084.5510371339,12537.4170352487,13977.0811060609,10308.9850855044
"CHMP1A",1644.96764081963,1338.249018042,1406.65373224077,1434.42828491339,1167.84465660262,1208.18910733436,1237.08545765271,1044.55456628971,1018.14943997251,1128.4881349578,1112.30589591394,987.685943676172
"RPA1",2047.52787101816,2363.7175864339,2173.0976065441,1898.83932712341,2306.31350434234,2313.35939170118,2144.04152446395,2482.34125043362,2238.7794624628,2266.58465391847,2520.51854449258,2275.0241972771
"SERPINF1",5.73159456731578,5.01451622685526,4.5198880540213,7.08041782995169,11.2503097772797,4.56412506818159,6.21650983745079,8.46753053088287,5.40849636107576,7.62044248503504,7.89084673772511,6.14041618698273
"TUBGCP3",1135.19287695013,1350.78530860914,1461.86093632917,1590.19747717233,1437.53958265241,1395.97025299668,1401.00500652444,1334.48281166714,1395.05403013498,1394.54097476141,1295.9198296187,1334.31243743135
"OPRM1",0,0,0,0,0,0,0,0,0,0,0,0
"POLR3D",202.628725585693,189.924802092143,177.244181546978,177.332282922881,217.505989027408,222.664101540573,210.052595560179,191.366189997953,143.663184591075,189.517091366958,118.362701065877,120.352157264861
"TCF7",174.982210613935,201.207463602567,149.802004076134,208.550488809486,203.130593200884,183.217020594147,149.196236098819,175.447232599893,99.7191516573343,148.764290251336,99.5460665374552,113.59769945918
"DDX3X",1546.18192268883,2101.08229905235,1815.38075198298,1719.576021156,3331.96674570434,2689.89970982616,2559.23894466001,3477.44543842298,2732.64278643353,2541.91455413865,2213.68600403719,2948.93487379845
"IL12RB1",2.36006835124767,0,2.58279317372646,7.40225500404041,0.93752581477331,2.28206253409079,2.29029309800819,4.06441465482378,4.73243431594129,9.93970758917614,7.58735263242799,10.1316867085215
"SLC5A5",10.1145786482043,0.940221792535361,5.16558634745291,5.14939478541941,3.12508604924437,0.978026800324626,4.25340146772949,3.38701221235315,2.02818613540341,2.3192651041411,1.5174705264856,7.06147861503014
"KCNN3",0,0.626814528356907,0,0,0,0,0,0,0,0.331323586305871,0,0
"USP32",586.64556159585,790.726527522239,790.334711160296,700.31769081704,816.272476062628,680.380644092498,629.176232495677,921.606022981292,970.149034767965,754.423806018469,774.820450823546,1020.84419108588
"CAR4",0,0,0,0,0,0,0,0,0,0,0,0
"TXNRD3",151.381527101458,163.285184636974,174.338539226536,150.297960299429,389.073213130924,425.441658141212,366.774080409597,421.683020437967,467.496904210486,540.05744567857,539.005531007684,511.496668375661
"FASL",0,0,0,0,0,0,0,0,0,0.331323586305871,0,0
"ZFP512B",501.683100950934,675.392654304568,751.592813554399,778.524124120597,626.267244268571,819.586458672037,595.149020753842,462.327166986205,528.342488272588,710.689092626094,338.092433300991,466.671630210687
"DNAJC5",1176.32549678616,1707.75618250839,1648.1448939842,1483.34753537488,1746.9231015276,1744.14779391225,1517.15558506628,1679.95805732716,2094.44021582659,1832.55075585777,2180.6051465598,2184.45305851911
"TPD52L2",583.274035379782,791.039934786417,733.83611048503,670.064996452701,624.0796840341,633.435357676916,631.139340865399,604.581679905037,595.948692786035,663.309819784355,710.783194605854,603.602911180402
"FMR1",458.534308437694,618.039124959911,612.12198217317,552.916265084409,775.646357422452,667.666295688278,576.826675969776,798.657479672872,799.443368371511,730.23718421814,573.603859011556,813.298123965862
"BCL11A",0,0,0,0,0,0,0,0,0,0,0,0
"IL4",0,0.940221792535361,0,0,0,0,0,0,0,0,0,0
"PXMP4",111.934670373461,170.1801444489,158.196081890745,151.585308995784,96.8776675265754,122.253350040578,110.588438160967,100.932963928124,148.395618907016,139.818553421078,173.598628229952,119.124074027465
"DLG3",320.632143148077,324.689925688878,311.226577434038,351.124356930786,260.007159297131,277.107593425311,286.61382197931,240.816568298309,274.819221347162,255.450485041827,272.234212451516,289.827644025585
"GNB1L",253.538771448321,212.80353237717,261.184959693088,266.803017319543,232.193893458856,261.133155686675,275.816725945843,202.204629077483,240.340057045304,256.77577938705,222.157685077492,210.309254404158
"DBH",0,0,0,0,0,0,0,0,0,0,0,0
"MMP11",863.110711313435,1295.93903737791,1267.18290085954,1162.15403563434,658.768139180712,708.743421301913,627.540308854243,549.373380843681,524.962178046916,582.135541139416,541.433483850061,542.505770119924
"SMARCB1",1673.2884610346,1481.47613777155,1564.20411583809,1425.41684403891,1447.22734940507,1487.9047722272,1462.18855071408,1322.28956770267,1341.98315959192,1397.85421062447,1397.28686078794,1297.7769611188
"VPREB3",0,0,0.968547440147421,2.25286021862099,0,0.652017866883084,0,0,0,0,0,0.307020809349136
"HIP1R",1976.49318517182,2232.16175322235,2177.73049179947,2257.52363927354,1810.50922737158,2142.59917245384,2062.0032256933,1727.69122043586,2627.18048770278,2782.88619845891,2554.72840004167,2625.14458784267
"NSUN5",608.428992477866,511.160979729774,582.997760647937,721.082625289244,435.865126546259,540.379367715363,537.001750842697,362.816748187269,462.899682303572,464.071694395182,328.838898030482,389.20106938762
"TOP1MT",292.311322933105,275.171577948682,285.398645696773,308.963687125165,187.192654349738,216.795940738626,224.448723604802,199.833720528836,154.142146290659,184.215913986064,151.140064437966,167.940382713978
"HOXA10",670.596564375946,800.442152711771,741.907339152925,664.271927319104,788.771718829278,777.85731519152,855.915249198488,823.721370044286,1243.27810100229,1009.8742910603,1200.62268055541,1197.68817727098
"HOXA4",82.9395449152753,62.0546383073338,84.5800194566071,100.09136114159,80.6272200705046,89.9784656298656,104.699113051803,85.3527077512993,98.6949176589556,88.4633975436677,73.7490675872001,76.1411607185858
"GM38393",1.01145786482043,17.237399529815,15.8583500866804,9.70339079877471,14.1003882541906,15.3941418371096,8.57551172839922,33.6059351709679,23.7094959228659,20.9065182959005,4.24891747415967,23.3520027590953
"MMP14",0.674305243213621,0,0,0.321837174088713,0,0.652017866883084,0,0,0,0,0,0
"SLC7A7",13.4861048642724,12.2228833029597,10.9930134456732,9.33327804857269,8.45335776320601,3.58609826785696,5.57849961729137,5.41921953976504,2.36621715797064,1.65993116739242,0.606988210594239,1.84212485609482
"OXA1L",606.537566270652,525.897389291445,576.915282723812,634.341070128854,414.370784699557,421.529550939914,442.010208679166,362.071605500552,413.073909577161,414.813816819088,556.608189114917,453.776756218023
"HEATR6",452.795970817946,546.582268727223,515.267238158428,546.801358776724,531.889645581391,575.405767524322,545.089757325948,532.77702100315,509.074719986256,472.467434072173,486.501050791283,552.944477637795
"CCL3",0,0,0,0,0,0,0,0,0,0,0,0
"WFDC18",0,0,0,0,0,0,0,0,0,0,0,0
"ICAM4",0,0,0,0.321837174088713,0,0,0,0,0,0,0,0
"ILF2",1444.12582412845,1538.3564221473,1498.85299155987,1500.81042044093,1560.94298056497,1554.90286813877,1621.81216410341,1611.97394820081,1486.12296792482,1471.68967183273,1554.11440475917,1515.92752699373
"CHTOP",2367.48570892302,2133.67665452691,2173.42045569081,2101.27490962521,2921.33043883363,2782.16023799012,2863.19355723852,2802.75260572223,2602.83887376771,2801.34092221614,2520.51854449258,2588.18542281322
"SNAPIN",507.650702353374,597.200675964685,570.287189741736,609.154092884671,507.238966824951,504.169555478011,451.884643778864,459.861422095612,464.992094333263,548.390233874163,513.287440524806,503.348336095535
"S100A4",79.0926335027416,32.5943554745592,34.5448586985914,44.0916928501537,22.188110949635,28.5518623908103,32.0215693574373,19.3059696104129,19.2677682863324,23.5239746277169,24.8865166343638,12.8948739926637
