"Gene.names","Podo","PT.A","PT.B","PT.C","DL","tAL","TAL","DCT","CNT","PC","IC.PC","IC.A","IC.B","vSMC","Mono","Macro","NKcell","Tcell","Bcell","AVR","AEA.DVR","GC","Peri","Mesangial"
"TXNDC9",59.6160724931442,55.3679907904575,32.2172071471663,20.1013779494584,60.2282208877346,27.9009723697087,11.644854398771,11.7068078186326,11.1070303059024,36.680556370679,17.6004568835842,22.1019516848037,30.4186475000217,22.4068758446803,18.6819065734836,20.0216509991494,40.62380103365,7.77941721792481,14.9354043760735,32.5932419598654,33.1687974115257,42.0652767538725,23.7108415451881,62.7968130617371
"EIF5B",238.464289972577,53.5736577555816,152.242096518962,135.125929549137,198.312434630346,153.663564245112,89.4158462762771,98.8192307043401,98.4823353790015,155.106352653157,101.354355157192,97.9743231401002,139.056674285814,195.765336327206,66.2358505787145,88.371425099694,148.953937123384,155.588344358496,89.6124262564409,148.730081127202,192.005292058269,173.25190256256,118.554207725941,109.89442285804
"REV1",39.7440483287628,6.92099884880719,30.9537872590421,29.0353237047733,30.8486009424982,46.2239990005622,31.3995181109717,37.8749664720467,31.0996848565268,33.5365086817637,48.5529845064392,50.3066810736204,30.4186475000217,21.2275665896971,5.09506542913189,17.260043964784,22.5687783520278,5.18627814528321,14.9354043760735,31.0947020996417,27.0956373220914,24.9539777353481,52.1638513994139,7.84960163271714
"RP11-527J8.1",0,0,0,1.11674321941436,0,0,0.623831485648445,0,0,0,0.303456153165245,0.164939937946297,0,0,0,0,4.51375567040556,0,0,0.749269930111847,0.467166160725715,0,2.37108415451881,7.84960163271714
"AFF3",0,0.128166645348281,3.79025966437251,6.70045931648615,4.40694299178546,0.416432423428488,0.207943828549482,0,0,0,0,0,0,21.2275665896971,1.69835514304396,15.1888386890099,0,0,59.7416175042939,1.49853986022369,13.08065250032,0.712970792438517,9.48433661807525,15.6992032654343
"AC092667.2",0,0.128166645348281,0,1.11674321941436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374634965055924,1.40149848217714,0,0,0
"LINC01104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LONRF2",0,0.256333290696563,5.68538949655876,43.5529855571599,0,9.57794573885523,15.1798994841122,6.88635754037213,8.14515555766178,2.09603179261023,8.49677228862686,12.0406154700796,0,8.2551647848822,0,0.690401758591359,0,0,0,0.374634965055924,6.54032625016,0,0,7.84960163271714
"CHST10",0,0.384499936044844,1.26341988812417,4.46697287765743,4.40694299178546,3.33145938742791,2.49532594259378,2.41022513913025,5.18328080942113,2.09603179261023,3.33801768481769,3.46373869687223,0,7.07585552989903,1.69835514304396,2.07120527577408,0,7.77941721792481,14.9354043760735,2.24780979033554,4.20449544653143,0.712970792438517,2.37108415451881,0
"NMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDCL3",59.6160724931442,31.0163281742841,20.2147182099867,22.3348643882872,27.9106389479746,35.3967559914215,13.3084050271668,18.9374832360234,16.2903111153236,26.2003974076279,31.2559837760202,37.9361857276482,52.1462528571801,60.1447720041417,35.6654580039232,80.0866039965977,81.2476020673001,132.250092704722,44.8062131282204,29.596162239418,47.6509483940229,17.1112990185244,59.2771038629703,39.2480081635857
"AC068538.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC092168.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC092168.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPAS2",0,2.81966619766219,14.5293287134279,2.23348643882872,19.0967529644037,6.66291877485581,0.623831485648445,7.23067541739074,5.18328080942113,20.9603179261023,3.64147383798294,0.164939937946297,0,3.53792776494951,0,1.38080351718272,0,2.5931390726416,0,2.62244475539147,19.1538125897543,4.2778247546311,2.37108415451881,7.84960163271714
"AC016738.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC016738.4",0,0,0,0,0,0,0.207943828549482,0,0,1.04801589630512,0.303456153165245,0,0,0,0,0,0,0,0,0.749269930111847,0,0,0,0
"RPL31",735.264894082111,2037.33699445628,1803.53189029725,1046.38839659125,2519.30241030402,1331.33445770088,941.153768014954,810.5242825018,928.547733573443,1019.71946710488,1146.4573466583,1594.96919994069,2520.40222143037,1562.5847628527,1720.43375990353,2333.5579440388,3403.37177548579,4582.07674135772,4779.32940034351,1330.32876091358,1175.3900603859,1060.90053914851,1071.7300378425,2299.93327838612
"TBC1D8",0,0.640833226741407,12.0024889371796,24.5683508271159,14.6898099726182,20.8216211714244,6.86214634213289,4.82045027826049,11.1070303059024,15.7202384445767,12.441702279775,6.76253745579816,0,7.07585552989903,30.5703925747913,20.0216509991494,4.51375567040556,2.5931390726416,14.9354043760735,37.0888615405364,28.9643019649943,56.3246926026428,23.7108415451881,0
"RP11-299H21.1",0,0.128166645348281,1.89512983218625,0,0,0,0.623831485648445,0.688635754037213,0,1.04801589630512,0.910368459495735,0.989639627677779,4.34552107143168,1.17930925498317,1.69835514304396,0.690401758591359,0,0,0,0.374634965055924,0.934332321451429,4.2778247546311,0,0
"CNOT11",0,8.58716523833485,15.7927486015521,8.93394575531486,13.2208289753564,16.240864513711,13.9322365128153,13.084079326707,5.92374949648129,19.9123020297972,11.8347899734446,11.0509758424019,0,9.43447403986537,5.09506542913189,8.28482110309631,13.5412670112167,7.77941721792481,0,9.36587412639809,10.7448216966914,11.4075326790163,23.7108415451881,23.5488048981514
"RNF149",39.7440483287628,17.9433303487594,99.1784612177473,53.6036745318892,91.0768218302328,70.793511982843,25.1612032544873,27.8897480385071,74.7873373930763,90.1293670822399,71.919108300163,52.9457200807612,108.638026785792,12.9724018048149,191.914131163968,136.699548201089,126.385158771356,98.539284760381,0,30.3454321695298,23.3583080362857,26.3799193202251,47.4216830903762,15.6992032654343
"CREG2",0,0,0,0,2.93796199452364,0.416432423428488,0,0,0,1.04801589630512,0.303456153165245,0.49481981383889,0,0,0,0,0,0,0,0.374634965055924,0,0,0,0
"RFX8",0,0,0,0,0,0.416432423428488,0,0,0,0,0.303456153165245,0,0,0,0,2.07120527577408,0,0,0,3.37171468550331,0.467166160725715,6.41673713194665,2.37108415451881,0
"AC092570.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP4K4",0,4.87033252323469,82.122292728071,52.4869313124748,13.2208289753564,52.886917775418,7.9018654848803,9.29658267950238,8.14515555766178,20.9603179261023,19.7246499557409,9.5665164008852,13.036563214295,25.9448036096298,106.99637401177,61.445756514631,36.1100453632445,25.931390726416,149.354043760735,116.511474132392,79.8854134840972,104.806706488462,109.069871107865,23.5488048981514
"LINC01127",0,0.256333290696563,2.52683977624834,1.11674321941436,29.3796199452364,41.6432423428488,8.10980931342978,4.82045027826049,3.70234343530081,11.5281748593563,3.64147383798294,0,0,0,1.69835514304396,0.690401758591359,0,0,0,0,0,0.712970792438517,0,0
"IL1R2",0,0.640833226741407,4.42196960843459,1.11674321941436,2.93796199452364,12.0765402794262,15.8037309697606,7.57499329440934,5.18328080942113,3.14404768891535,5.46221075697441,0.164939937946297,0,3.53792776494951,118.884860013077,215.405348680504,0,0,0,1.12390489516777,0.467166160725715,0.712970792438517,9.48433661807525,0
"IL1R1",19.8720241643814,7.5618320755486,89.702812056816,166.394739692739,29.3796199452364,24.9859454057093,19.3387760551018,32.365880439749,52.5732767812715,28.2964292002381,24.5799484063848,4.9481981383889,8.69104214286335,21.2275665896971,42.458878576099,44.8761143084384,4.51375567040556,2.5931390726416,0,103.399250355435,18.6866464290286,71.2970792438517,137.522880962091,117.744024490757
"AC007271.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1RL2",0,0.768999872089688,6.94880938468293,4.46697287765743,5.87592398904728,5.83005392799883,8.10980931342978,12.0511256956512,8.88562424472194,2.09603179261023,4.55184229747867,0.659759751785186,0,1.17930925498317,6.79342057217585,11.0464281374618,0,0,0,2.62244475539147,1.40149848217714,1.42594158487703,14.2265049271129,0
"IL1RL1",0,3.20416613370703,8.84393921686918,72.5883092619332,101.359688811066,46.2239990005622,0.831775314197926,1.72158938509303,0.740468687060162,2.09603179261023,6.37257921647014,0.824699689731483,4.34552107143168,108.496451458452,5.09506542913189,6.90401758591359,4.51375567040556,15.5588344358496,0,226.654153858834,22.4239757148343,258.095426862743,154.120470043723,15.6992032654343
"IL18R1",0,0.640833226741407,3.15854972031042,6.70045931648615,7.3449049863091,0.416432423428488,0.207943828549482,0,0,1.04801589630512,0,0.164939937946297,0,4.71723701993268,0,16.5696422061926,13.5412670112167,15.5588344358496,14.9354043760735,23.2273678334673,0.467166160725715,15.6853574336474,9.48433661807525,0
"IL18RAP",0,0,1.26341988812417,0,0,0,0,0,0,0,0,0,0,0,0,2.07120527577408,40.62380103365,5.18627814528321,0,1.12390489516777,0,0.712970792438517,0,0
"SLC9A4",0,0,0,1.11674321941436,0,0,0,1.37727150807443,14.0689050541431,26.2003974076279,5.46221075697441,2.47409906919445,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A2",0,0.384499936044844,5.68538949655876,1.11674321941436,2.93796199452364,12.0765402794262,0.831775314197926,9.64090055652098,14.8093737412032,11.5281748593563,17.6004568835842,18.4732730499852,0,1.17930925498317,0,0,0,0,0,0,0.467166160725715,0,0,0
"MFSD9",0,1.79433303487594,6.31709944062084,0,4.40694299178546,4.58075665771337,2.07943828549482,2.75454301614885,7.40468687060162,3.14404768891535,3.94492999114818,3.95855851071112,4.34552107143168,2.35861850996634,0,0.690401758591359,0,2.5931390726416,0,0.749269930111847,0.467166160725715,0,0,7.84960163271714
"TMEM182",0,1.02533316278625,2.52683977624834,1.11674321941436,2.93796199452364,2.08216211714244,1.03971914274741,4.13181452422328,2.96187474824065,3.14404768891535,3.94492999114818,2.30915913124815,0,2.35861850996634,0,1.38080351718272,0,0,0,0,0.467166160725715,0.712970792438517,2.37108415451881,7.84960163271714
"AC007251.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108051.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108051.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108051.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC073987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC013727.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC013727.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-76I14.1",0,0,0,0,0,4.58075665771337,0.207943828549482,0,0,2.09603179261023,0,0,0,0,0,0.690401758591359,0,0,0,0,0,0,0,0
"AC096554.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068535.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068535.3",0,0.384499936044844,0.631709944062084,0,13.2208289753564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01102",0,0,0,0,0,0,0.207943828549482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC013402.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC013402.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC013402.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC068057.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01114",0,0,0,0,2.93796199452364,0.416432423428488,0.415887657098963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POU3F3",0,9.35616511042454,34.7440469234146,2.23348643882872,79.3249738521383,69.127782289129,108.962566159928,113.280581539122,52.5732767812715,51.3527789189506,42.180405289969,16.6589337325759,8.69104214286335,0,0,0.690401758591359,0,0,0,0.374634965055924,0.467166160725715,0.712970792438517,0,0
"AC018730.4",0,0.128166645348281,0,0,8.81388598357092,3.74789181085639,3.11915742824222,3.09886089316746,2.96187474824065,1.04801589630512,2.7311053784872,1.15457956562408,0,0,0,0,0,0,0,0.749269930111847,0,0,0,0
"AC010884.1",0,2.30699961626906,1.26341988812417,0,0,0.832864846856976,1.03971914274741,0.344317877018607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712970792438517,0,0
"MRPS9",39.7440483287628,35.8866606975188,15.7927486015521,13.4009186329723,19.0967529644037,20.8216211714244,27.6565291970811,26.5124765304327,17.0307798023837,20.9603179261023,18.5108253430799,23.2565312504278,43.4552107143168,20.0482573347139,3.39671028608792,2.07120527577408,22.5687783520278,12.965695363208,0,14.2361286721251,13.5478186610457,21.3891237731555,7.11325246355644,7.84960163271714
"UTAT33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690401758591359,0,0,0,0,0,0,0,0
"AC104655.3",0,0,0,0,0,0.832864846856976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56485396219258,0,0
"GPR45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-332H14.1",0,0,0,1.11674321941436,0,0.832864846856976,0.207943828549482,0.344317877018607,0,0,0.910368459495735,0,0,0,0,0,0,0,0,0.374634965055924,0,0,0,0
"TGFBRAP1",19.8720241643814,3.58866606975188,8.2122292728071,8.93394575531486,2.93796199452364,7.91221604514127,6.86214634213289,8.26362904844656,1.48093737412032,1.04801589630512,5.15875460380916,6.76253745579816,0,10.6137832948485,0,4.83281231013952,0,2.5931390726416,0,6.74342937100663,7.94182473233715,9.26862030170072,2.37108415451881,0
"AC012360.4",0,0.256333290696563,1.89512983218625,1.11674321941436,1.46898099726182,0.832864846856976,0.415887657098963,0,0,1.04801589630512,1.82073691899147,0.49481981383889,0,1.17930925498317,0,0,0,0,0,0,0.934332321451429,1.42594158487703,4.74216830903762,0
"RP11-332H14.2",19.8720241643814,2.0506663255725,20.8464281540488,5.58371609707179,13.2208289753564,17.906594207425,5.19859571373704,4.82045027826049,3.70234343530081,6.28809537783069,5.46221075697441,5.11313807633519,13.036563214295,2.35861850996634,1.69835514304396,6.21361582732224,18.0550226816222,2.5931390726416,14.9354043760735,9.36587412639809,10.7448216966914,14.2594158487703,7.11325246355644,0
"C2orf49",19.8720241643814,8.97166517437969,7.58051932874501,10.0506889747292,17.6277719671418,10.4108105857122,8.52569697052874,11.7068078186326,9.6260929317821,7.33611127413581,12.1382461266098,10.8860359044556,17.3820842857267,17.6896388247476,15.2851962873957,9.66562462027903,45.1375567040556,31.1176688716993,59.7416175042939,20.6049230780758,18.6866464290286,22.8150653580325,14.2265049271129,15.6992032654343
"FHL2",0,4.87033252323469,99.1784612177473,269.13511587886,180.684662663204,324.400857850792,30.7756866253233,4.13181452422328,37.0234343530081,46.1126994374251,14.869351505097,1.15457956562408,0,81.3723385938388,0,0.690401758591359,0,2.5931390726416,0,5.24488951078293,12.6134863395943,3.56485396219258,23.7108415451881,376.780878370423
"AC012360.6",0,0,0.631709944062084,2.23348643882872,0,0.832864846856976,0.207943828549482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCK2",59.6160724931442,6.1519989767175,40.4294364199734,29.0353237047733,4.40694299178546,23.3202157119953,12.0607420558699,20.3147547440978,14.8093737412032,16.7682543408818,12.7451584329403,7.42229720758334,0,34.199968394512,10.1901308582638,8.28482110309631,40.62380103365,36.3039470169825,14.9354043760735,20.9795580431317,21.4896433933829,18.5372406034014,66.3903563265267,0
"AC009505.2",0,0,0,0,0,0,0.207943828549482,0,0,0,0,0,0,0,0,0,0,0,0,0.374634965055924,0,0,0,0
"AC009505.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2orf40",19.8720241643814,0.512666581393125,0,3.35022965824307,7.3449049863091,22.9037832885668,5.614483370836,12.7397614496884,7.40468687060162,12.5761907556614,4.85529845064392,0,0,320.772117355423,0,2.07120527577408,0,2.5931390726416,0,12.7375888119014,31.7672989293486,2.85188316975407,362.775875641378,0
"UXS1",0,4.74216587788641,30.3220773149801,43.5529855571599,151.305042717967,74.5414037936994,83.3854752483421,91.2442374099307,49.6114020330308,54.496826607866,30.0421591633592,21.7720718089111,26.0731264285901,36.5585869044783,25.4753271456594,17.9504457233753,9.02751134081112,28.5245297990577,0,18.7317482527962,23.8254741970114,20.676152980717,16.5975890816317,31.3984065308686
"AC018878.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGPD3",0,1.53799974417938,0.631709944062084,0,0,0,0,0,0,0,0,0,0,0,0,0.690401758591359,0,0,0,0,0,0,0,0
"AC108868.5",0,0.128166645348281,0,0,0,0,0,0,0,0,0,0,0,0,1.69835514304396,0,0,0,0,0,0,0,0,0
"AC108868.6",0,0.512666581393125,0,0,0,0,0,0,0,0,0,0,0,0,1.69835514304396,0,0,0,0,0,0,0,0,0
"ST6GAL2",0,0.256333290696563,0,0,0,0.832864846856976,0.415887657098963,1.37727150807443,0,0,0,0,0,5.89654627491586,0,0,0,0,0,0,0,0,0,0
"AC016994.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC006227.1",0,1.40983309883109,0,0,0,0,0,0,0,0,0,0.164939937946297,0,0,0,0,0,0,0,0,0,0,0,0
"AC096669.1",0,0.128166645348281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC096669.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC096669.3",0,1.15349980813453,0.631709944062084,0,0,0,0.415887657098963,0.344317877018607,0,0,0.303456153165245,0,0,0,0,0,0,0,0,0,0,0,0,0
"GACAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGPD4-AS1",0,0.128166645348281,0,0,0,0.832864846856976,0,0,0,0,0,0.164939937946297,0,0,0,0,0,0,0,0,0.467166160725715,0,0,0
"RGPD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A7",0,0,0,0,0,0,0.207943828549482,0,0.740468687060162,1.04801589630512,1.51728076582622,0,0,1.17930925498317,0,0,0,0,0,0,0,0,0,0
"LINC01593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01594",0,0,0,0,0,0,0.415887657098963,0.344317877018607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1C2",0,53.1891578195368,44.2196960843459,36.8525262406738,7.3449049863091,85.7850792262686,112.913498902369,86.0794692546516,110.329834371964,36.680556370679,104.085460535679,107.046019727146,47.8007317857484,0,3.39671028608792,3.4520087929568,0,0,0,1.49853986022369,5.60599392870858,4.2778247546311,2.37108415451881,7.84960163271714
"SULT1C4",19.8720241643814,3.33233277905531,142.134737413969,80.4055117978337,22.0347149589273,12.9094051262831,6.03037102793497,12.7397614496884,11.8474989929626,3.14404768891535,7.58640382913112,4.12349844865741,0,9.43447403986537,0,1.38080351718272,0,0,0,23.2273678334673,5.60599392870858,28.5188316975407,11.8554207725941,15.6992032654343
"GCC2",39.7440483287628,19.9939966743319,125.078568924293,121.725010916165,79.3249738521383,109.521727361692,81.3060369628473,85.735151377633,62.9398384001137,77.5531763265785,63.7257921647014,64.6564556749482,65.1828160714751,57.7861534941754,33.9671028608792,42.8049090326643,198.605249497845,155.588344358496,104.547830632514,71.1806433606255,49.0524468762,75.5749039984828,45.0505989358574,23.5488048981514
"GCC2-AS1",0,0,0,0,0,0,0.207943828549482,0,0.740468687060162,1.04801589630512,0.910368459495735,0,0,0,0,0,0,0,0,0.374634965055924,0.467166160725715,0,0,0
"LIMS1",59.6160724931442,20.3784966103767,70.7515137349535,146.293361743281,29.3796199452364,67.4620525954151,25.7850347401357,31.3329268086932,41.4662464753691,51.3527789189506,112.582232824306,148.281004213721,86.9104214286335,89.627503378721,512.903253199276,263.043070023308,36.1100453632445,46.6765033075489,44.8062131282204,65.9357538498426,40.1762898224115,27.8058609051022,151.749385889204,31.3984065308686
"LIMS1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RANBP2",59.6160724931442,10.7659982092556,51.8002154130909,39.0860126795025,24.9726769534509,47.0568638474192,49.2826873662271,54.4022245689398,87.3753050730991,72.3130968450529,65.2430729305277,44.8636631213927,43.4552107143168,40.0965146694278,40.7605234330551,122.201111270671,58.6788237152723,88.1667284698146,149.354043760735,40.8352111910957,45.3151175903943,36.3615104143644,54.5349355539327,23.5488048981514
"CCDC138",0,2.56333290696563,2.52683977624834,0,2.93796199452364,1.24929727028546,2.07943828549482,0.344317877018607,0.740468687060162,2.09603179261023,0.60691230633049,1.31951950357037,4.34552107143168,1.17930925498317,3.39671028608792,4.14241055154816,9.02751134081112,12.965695363208,0,2.99707972044739,0.934332321451429,2.13891237731555,0,0
"EDAR",0,0.384499936044844,8.84393921686918,0,1.46898099726182,1.66572969371395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH3RF3-AS1",0,0,1.26341988812417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8614937070692,1.40149848217714,0.712970792438517,9.48433661807525,0
"SH3RF3",0,0.512666581393125,2.52683977624834,1.11674321941436,0,0,0,0,0,0,0,0,0,7.07585552989903,1.69835514304396,0,0,0,0,17.2332083925725,4.67166160725715,22.102094565594,14.2265049271129,15.6992032654343
"AC109344.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEPT10",99.3601208219069,23.0699961626906,55.5904750774634,54.7204177513035,63.1661828822582,56.2183771628459,21.8341019976956,9.29658267950238,33.3210909177073,39.8246040595944,31.5594399291855,25.565690381676,13.036563214295,36.5585869044783,5.09506542913189,5.52321406873088,4.51375567040556,0,0,62.5640391643392,50.9211115191029,56.3246926026428,33.1951781632634,39.2480081635857
"SOWAHC",99.3601208219069,17.9433303487594,72.0149336230776,58.0706474095466,95.4837648220183,161.575780290253,38.6775521102036,8.26362904844656,108.108428310784,83.8412717044092,68.2776344621801,15.009534353113,30.4186475000217,22.4068758446803,15.2851962873957,7.59441934450495,0,7.77941721792481,0,14.2361286721251,14.9493171432229,14.2594158487703,40.3084306268198,15.6992032654343
"RP11-506F3.1",0,0,3.79025966437251,0,0,2.08216211714244,0.207943828549482,0.688635754037213,0,0,0,0,0,1.17930925498317,0,1.38080351718272,0,0,0,0,0,0,0,0
"RGPD5",0,0.256333290696563,4.42196960843459,10.0506889747292,4.40694299178546,2.49859454057093,1.03971914274741,1.37727150807443,2.22140606118048,5.24007948152558,3.94492999114818,3.62867863481852,0,3.53792776494951,1.69835514304396,2.76160703436544,22.5687783520278,15.5588344358496,0,4.87025454572701,3.73732928580572,2.85188316975407,9.48433661807525,7.84960163271714
"LIMS3",0,0,0,1.11674321941436,0,0,0,0,0,0,1.21382461266098,3.13385882097963,0,0,3.39671028608792,0.690401758591359,0,0,0,0,0,0,0,0
"LINC01123",0,0.384499936044844,1.26341988812417,0,1.46898099726182,2.08216211714244,2.2873821140443,1.37727150807443,2.96187474824065,3.14404768891535,2.7311053784872,1.48445944151667,4.34552107143168,1.17930925498317,0,0.690401758591359,0,0,0,0.374634965055924,0.467166160725715,0,0,0
"MALL",0,8.07449865694172,16.4244585456142,0,1.46898099726182,3.74789181085639,1.03971914274741,0,0,1.04801589630512,1.82073691899147,0.164939937946297,0,0,0,0,4.51375567040556,0,0,29.221527274362,65.8704286623258,2.85188316975407,7.11325246355644,39.2480081635857
"NPHP1",0,18.5841635755008,8.2122292728071,14.5176618523866,19.0967529644037,12.4929727028546,9.98130377037512,8.60794692546516,8.88562424472194,15.7202384445767,8.8002284417921,7.58723714552964,4.34552107143168,7.07585552989903,1.69835514304396,1.38080351718272,0,2.5931390726416,0,5.61952447583885,6.54032625016,9.98159109413924,4.74216830903762,7.84960163271714
"LINC00116",39.7440483287628,133.677811098257,59.3807347418359,34.6190398018451,64.6351638795201,55.3855123159889,45.331754623787,47.1715491515491,46.6495272847902,57.6408742967813,65.8499852368581,57.3990984053112,82.5649003572018,69.5792460440071,27.1736822887034,20.0216509991494,85.7613577377057,41.4902251622657,14.9354043760735,51.6996251777175,63.5345978586972,54.1857802253273,16.5975890816317,94.1952195926057
"RP11-1223D19.1",0,10.1251649825142,3.15854972031042,1.11674321941436,0,0.416432423428488,0.623831485648445,0.688635754037213,1.48093737412032,1.04801589630512,13.3520707392708,15.1744742910593,0,0,0,0,0,0,0,1.12390489516777,0.467166160725715,2.13891237731555,0,7.84960163271714
"LINC01106",0,1.53799974417938,1.89512983218625,0,4.40694299178546,4.58075665771337,8.10980931342978,5.85340390931631,4.44281212236097,2.09603179261023,4.85529845064392,4.28843838660371,4.34552107143168,2.35861850996634,0,0,0,0,0,1.87317482527962,2.80299696435429,0.712970792438517,2.37108415451881,7.84960163271714
"RP13-1039J1.2",0,0,0,1.11674321941436,0,0,0,0.688635754037213,0,0,21.8488430278976,34.1425671548834,0,0,1.69835514304396,0,0,0,0,0.374634965055924,0,0,0,15.6992032654343
"AC108938.5",0,0,0,0,0,0,0.623831485648445,0.688635754037213,0.740468687060162,0,5.76566691013965,12.3704953459722,0,0,0,0,0,0,0,0,0,0,0,0
"LIMS3L",0,0,0,0,0,0,0,0,0,1.04801589630512,1.82073691899147,3.62867863481852,0,0,0,0,0,0,0,0,0.467166160725715,0,0,0
"RP13-1039J1.3",0,0.640833226741407,0,1.11674321941436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGPD6",0,0.256333290696563,0,0,0,0,0,0,0,0,0.303456153165245,0.164939937946297,4.34552107143168,0,0,0,0,0,0,0.374634965055924,0,0,0,0
"AC123886.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUB1",0,0,0,0,0,0,0,0.344317877018607,0,0,0.303456153165245,0.164939937946297,0,0,1.69835514304396,0,4.51375567040556,2.5931390726416,14.9354043760735,0.374634965055924,0,0.712970792438517,0,0
"AC114776.3",0,0,0,0,0,0,0,0,0,2.09603179261023,0,0,0,0,0,0,0,0,0,0,0,0.712970792438517,0,0
"ACOXL",0,0.128166645348281,0.631709944062084,0,0,1.66572969371395,0.623831485648445,0.344317877018607,0.740468687060162,0,0,0,0,0,0,0,4.51375567040556,0,0,2.24780979033554,1.40149848217714,0.712970792438517,2.37108415451881,0
"AC096670.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
