"Gene.names","POD","PEC","PT_S1_S2","PT_S3","DTL1","ATL","M_TAL","C_TAL","DCT1","DCT2","CNT","CNT_PC","CNT_IC_A","CCD_PC","IC_A","IC_B","PC","IMCD","FIB","MYOF","VSMC","VSMC_P","MON","ncMON","MDC","MAC_M2","MAST","NK1","NKT","T","T_CYT","B","PL","EC_AVR","EC_AEA","EC_PTC","EC_GC","EC_LYM","MC","REN"
"EHBP1",56.6486086803558,111.790727757638,39.9527165797194,42.4284869212829,63.4979399630343,50.2360030820849,65.8028667881457,52.8480765176681,34.3391356183649,73.4778903512925,53.4919287973799,38.3814700937426,52.4094602310869,55.2299107475782,32.4996840308497,19.1597885306769,46.8392742847917,16.7784965620861,54.1224907943442,35.6713624814097,85.6357326362284,50.8742744056613,35.5493199415095,40.3942478591049,22.4079016479671,42.9901569566374,60.7561097862904,45.1040452076505,47.7167533521019,40.3661596579008,29.7297264501129,43.809191302445,25.9963699614308,99.0084546727933,69.6980800637173,81.4259383515987,86.3633459762962,49.0092337851836,50.0433067077278,103.369857349597
"AC092567.1",0,1.06467359769179,0.0953525455363233,0.271977480264634,0.785310211556962,0.471699559456196,1.24892748352352,1.03743337274868,0.578749476714015,0,0.486290261794362,0.556253189764385,0.647030373223295,0.738367790743024,0.833325231560249,0,0.765764702203679,0,0,0,4.50714382295939,0.92498680737566,0,0,0.214429680841791,0.425645118382549,0,3.1260229351837,1.28964198248924,0.980058504592432,0,0.447032564310664,0,2.16411922782062,0.578407303433339,1.28085745721616,2.36611906784373,0,0,0
"AC007098.1",2.98150572001872,0,0.953525455363233,0.543954960529268,2.13155628851175,1.65094845809669,1.24892748352352,1.2815353428072,0.38583298447601,1.89376006060032,1.45887078538309,0.278126594882193,1.29406074644659,1.77208269778326,0.555550154373499,0,1.14864705330552,0.583599880420384,5.79883829939402,1.37197548005422,0,1.84997361475132,0.861801695551746,0,0.643289042525373,0.425645118382549,0,1.33972411507873,0.967231486866931,1.10256581766649,2.42691644490718,1.78813025724265,0,2.16411922782062,2.02442556201669,2.19575564094199,0.591529766960933,0,3.84948513136368,0
"OTX1",0,0,0,0,0,0.117924889864049,0,0,0,0,0,0,0,0.29534711629721,0,0,0,0,0,0,0,0,0,0,0.107214840420895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009501.3",2.98150572001872,2.12934719538358,0.0953525455363233,0.543954960529268,1.57062042311392,0.707549339184295,0.780579677202203,0.427178447602398,0.192916492238005,0.757504024240129,1.45887078538309,0.556253189764385,0.647030373223295,1.18138846518884,0.27777507718675,0,0.51050980146912,0,0,1.37197548005422,0,0.46249340368783,0.430900847775873,0,0.321644521262686,0.425645118382549,0,0.893149410052486,0.32241049562231,0.796297534981351,0,0.447032564310664,0,1.08205961391031,0.578407303433339,0.731918546980662,0.591529766960933,2.22769244478107,0,0
"WDPCP",41.7410800802621,58.5570478730483,22.9799634742539,31.5493877106976,46.782051174179,35.6133167389428,47.2250704707333,36.3406807924612,18.1341502703725,46.965249502888,51.7899128810996,29.4814190575124,38.1747920201744,51.8334189101603,27.6386201800816,47.8994713266922,35.3528037517365,15.7571967713504,5.79883829939402,10.9758038404338,90.1428764591878,37.9244591024021,34.9029686698457,27.5415326312079,21.9790422862836,39.584996009577,37.9725686164315,39.7451487473356,32.5634600578533,33.5670037822908,16.9884151143502,32.6333771946784,20.4819884544607,62.2184277998428,51.7674536572838,56.357728117511,102.926179451202,44.5538488956215,61.5917621018189,103.369857349597
"MDH1",144.603027420908,134.148873309165,283.292412788416,218.94187161303,155.715796234438,158.844826646874,157.052631053083,171.237531996047,221.661049581468,162.105861187388,150.749981156252,168.822843093491,192.49153603393,173.368757266462,200.41471819024,183.38654736505,148.813607128248,107.528277967456,117.909712087678,133.081621565259,135.214314688782,149.847862794857,126.253948398331,112.002232700245,78.0524038264119,137.909018355946,205.05187052873,129.060089752584,159.915605828666,121.466000912924,125.592926023946,142.603388015102,101.622173485593,160.144822858726,122.911551979585,115.460150786199,54.4207385604058,120.295392018178,127.033009335001,0
"UGP2",67.0838787004213,61.7510686661237,116.425458099851,78.3295143162146,75.0532187902296,73.7030561650307,72.5158520120846,81.0723668056838,78.902845325344,71.5841302906922,75.6181357090234,76.4848135926029,79.5847359064653,61.284526631671,67.3604562177868,130.012850743879,65.9833918398837,71.345085381392,90.8484666905063,134.453597045314,63.1000135214315,76.3114116084919,64.2042263186051,78.9523935427959,42.028217444991,65.5493482309125,22.7835411698589,69.2190792790677,77.3785189493545,85.2650898995416,68.5603895686277,61.4669775927162,47.2661272026015,66.0056364485289,57.2623230399006,66.2386285017499,34.3087264837341,70.1723120106038,50.0433067077278,103.369857349597
"VPS54",35.7780686402247,52.1690062868976,22.407848201036,27.1977480264634,40.050820789405,35.1416171794866,42.3854764720796,32.7706894803554,20.0633151927525,33.3301770665657,33.554028063811,27.2564062984549,33.3220642209997,43.4160260956898,26.3886323327412,15.0541195598175,33.4383919962273,31.0766936323855,15.4635687983841,21.9516076808675,49.5785820525533,26.3621240102063,42.2282830820356,34.8859413328633,23.1584055309134,29.7951582867784,45.5670823397178,28.5807811216795,28.6945341103856,26.7065942501438,17.595144225577,29.5041492445038,24.4208323880108,45.9875335911881,44.8265660160838,45.7449091862914,78.0819292388432,26.7323093373729,57.7422769704552,51.6849286747984
"AC012368.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PELI1",4.47225858002809,22.3581455515275,13.8261191027669,18.4944686579951,29.1686650006871,23.938752642402,22.8709845420245,19.4671321121664,15.6262358712784,24.6188807878042,29.1774157076617,22.8063807803398,13.5876378376892,23.3324221874796,9.86101524012961,12.317006912578,20.4203920587648,25.2406948281816,7.73178439919203,12.347779320488,18.0285752918376,27.7496042212698,105.355257281201,60.5913717886573,62.2918222845403,47.2466081404629,22.7835411698589,32.1533787618895,25.1480186585402,33.99577937805,11.5278531133091,35.3155725805424,30.722982681691,63.3004874137531,42.2237331506337,48.4896037374689,55.6037980943277,33.4153866717161,30.7958810509094,51.6849286747984
"AC012368.1",2.98150572001872,10.6467359769179,2.47916618394441,4.07966220396951,7.96528928864918,7.31134317157104,4.05901432145145,5.27870510251535,3.66541335252209,4.16627213332071,4.37661235614926,4.17189892323289,1.61757593305824,4.57788030260675,1.111100308747,0,5.74323526652759,19.9882959043982,5.79883829939402,2.74395096010844,9.01428764591878,3.23745382581481,12.2806741616124,7.34440870165543,19.4058861161821,13.6206437882416,0,3.1260229351837,4.51374693871234,4.65527789681405,3.03364555613397,6.03493961819396,4.72661272026015,10.2795663321479,5.78407303433339,5.3064094656098,4.73223813568746,4.45538488956215,0,0
"LINC00309",0,0,0.0953525455363233,0,0,0,0,0,0.192916492238005,0.378752012120064,0,0,0,0.147673558148605,0.138887538593375,0,0,0,0,0,0,0.46249340368783,1.72360339110349,0,2.78758585094328,0.425645118382549,0,0,0,0.490029252296216,0.606729111226794,0.670548846465995,7.08991908039023,0,0,0,0,0,0,0
"AC114752.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGALSL-DT",1.49075286000936,5.32336798845894,1.90705091072647,1.6318648815878,5.49717148089873,3.41982180605742,4.83959399865366,3.0207618794741,1.92916492238005,7.95379225452135,6.32177340332671,2.50313935393973,2.91163667950483,5.61159520964698,2.222200617494,2.73711264723955,2.42492155697832,0.437699910315288,0,2.74395096010844,9.01428764591878,4.6249340368783,1.29270254332762,1.83610217541386,1.39379292547164,1.70258047353019,0,3.57259764020994,3.2241049562231,2.26638529187,1.82018733368038,2.68219538586398,0.787768786710025,7.03338749041701,4.91646207918338,3.84257237164848,8.872946504414,2.22769244478107,0,0
"LGALSL",16.398281460103,9.58206237922609,12.1097732831131,10.3351442500561,11.7796531733544,14.6226863431421,9.83530393274775,10.099719011171,17.3624843014204,12.8775684120822,12.1572565448591,10.8469372004055,15.5287289573591,11.3708639774426,6.94437692966874,6.84278161809888,12.3798626856261,2.77209943199683,1.93294609979801,8.23185288032532,22.535719114797,24.9746437991428,8.18711610774159,14.6888174033109,3.96694909557313,9.36419260441607,0,5.80547116534116,13.2188303205147,7.53419975405432,6.67402022349474,10.2817489791453,10.2409942272303,18.9360432434304,16.1954044961335,19.2128618582424,21.8866013775545,10.0246160015148,34.6453661822731,0
"LINC01805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC008074.2",0,0,1.71634581965382,1.08790992105854,0.673123038477396,0.825474229048344,1.09281154808308,0.793331402690168,0.77166596895202,0.757504024240129,0.486290261794362,1.39063297441096,0.323515186611648,0.443020674445814,0.416662615780124,1.36855632361978,0.51050980146912,0.145899970105096,0,0,0,0,0.430900847775873,3.67220435082771,1.60822260631343,0.851290236765097,0,0.893149410052486,0.644820991244621,0.551282908833243,0,0.670548846465995,0.787768786710025,0,0.578407303433339,0,0,0,0,0
"AFTPH",52.1763501003277,64.9450894591991,59.9767511423473,50.5878113292219,59.0104530398517,46.6982563861634,64.5539393046221,61.8798494098331,43.5991272457891,56.8128018180097,63.7040242950615,48.1159009146193,38.1747920201744,55.0822371894296,33.0552341852232,41.0566897085933,49.6470781928719,36.3290925561689,25.1282992973741,27.4395096010844,36.0571505836751,55.0367150388518,61.4033708080619,47.7386565607603,36.7746902643671,38.3080606544294,45.5670823397178,42.4245969774931,49.0063953345912,41.5912327886413,29.1229973388861,50.514679767105,34.6618266152411,60.5953383789773,55.2378974778839,49.770461194685,51.4630897256012,41.2123102284499,19.2474256568184,0
"LINC02579",0,0,0,0,0,0,0,0.0305127462573142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERTAD2",8.94451716005617,24.4874927469111,14.8749971036664,14.6867839342902,19.7449424620036,17.2170339201512,15.221303705443,12.0525347716391,10.8033235653283,15.1500804848026,15.0749981156252,19.4688616417535,10.999516344796,15.6533971637521,6.80548939107536,6.84278161809888,14.8047842426045,16.0489967115606,19.3294609979801,8.23185288032532,36.0571505836751,25.4371372028306,25.8540508665524,23.8693282803801,26.3748507435403,17.4514498536845,0,16.0766893809447,15.1532932942486,17.9473213653489,12.7413113357627,19.2224002653585,11.0287630139404,31.379728803399,23.7146994407669,21.2256378624392,25.4357799793201,26.7323093373729,19.2474256568184,0
"AC007365.1",0,0,0,0,0.224374346159132,0,0.234173903160661,0.122050985029257,0.38583298447601,0,0,0,0,0,0,0,0.12762745036728,0.145899970105096,0,0,0,0,0.215450423887936,0,0.214429680841791,0.425645118382549,0,0,0.32241049562231,0.061253656537027,0,0,0.787768786710025,1.08205961391031,0.289203651716669,0.182979636745166,0,0,0,0
"AC007880.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215450423887936,0,0.107214840420895,0,0,0,0,0,0,2.01164653939799,0,0,0,0,0,0,0,0
"LINC02245",5.96301144003745,7.45271518384251,6.29326800539734,5.98350456582195,6.05810734629656,6.0141693830665,5.93240554673674,6.6822914303518,5.40166178266414,7.19628823028122,5.10604774884081,5.56253189764385,5.82327335900966,5.75926876779559,7.36103954544886,5.47422529447911,6.50899996873127,1.02129979073567,3.86589219959601,0,13.5214314688782,3.69994722950264,7.1098639883019,3.67220435082771,17.3688041481851,11.9180633147114,0,6.2520458703674,6.44820991244621,6.30912662331378,3.64037466736076,11.8463629542326,7.87768786710025,5.9513278765067,8.96531320321675,7.31918546980662,7.0983572035312,6.68307733434322,0,0
"SLC1A4",0,0,1.14423054643588,1.35988740132317,0.785310211556962,1.41509867836859,1.71727528984485,0.976407880234053,0.964582461190025,1.89376006060032,1.21572565448591,0.278126594882193,0,0.590694232594419,0.694437692966874,1.36855632361978,1.02101960293824,2.77209943199683,3.86589219959601,0,0,2.77496042212698,2.58540508665524,1.83610217541386,9.75655047830149,3.40516094706039,0,4.91232175528867,2.25687346935617,1.40883410035162,3.03364555613397,2.23516282155332,8.66545665381028,0.541029806955155,2.89203651716669,1.64681673070649,6.50682743657026,0,3.84948513136368,0
"LINC02576",0,1.06467359769179,0,0,0.112187173079566,0.117924889864049,0.468347806321322,0.122050985029257,1.15749895342803,0,0.486290261794362,0.278126594882193,0,0,0.27777507718675,0,0.25525490073456,0,0,0,0,0.46249340368783,0.646351271663809,0,0.428859361683582,0,0,0.446574705026243,0,0.122507313074054,0.606729111226794,2.01164653939799,0,1.08205961391031,0,0.182979636745166,0,2.22769244478107,0,0
"CEP68",20.8705400401311,7.45271518384251,9.05849182595071,15.7746938553488,14.5843325003436,12.5000383255892,12.3331588997948,14.6766309497681,8.68124215071022,12.8775684120822,12.1572565448591,12.7938233645809,7.76436447867954,15.8010707219007,9.99990277872299,12.317006912578,13.6561371892989,13.714597189879,11.597676598788,8.23185288032532,9.01428764591878,14.3372955143227,10.5570707705089,9.18051087706929,20.6924642012328,20.8566108007449,22.7835411698589,8.93149410052486,7.41544139931314,12.2507313074054,3.03364555613397,10.9522978256113,4.72661272026015,20.5591326642959,32.6800126439837,30.1916400629523,26.618839513242,32.3015404493256,26.9463959195458,51.6849286747984
"RAB1A",161.001308881011,99.0146445853362,154.375771223307,117.494271474322,117.684344560465,106.6041004371,111.857067743076,107.038713870658,86.6195050148642,95.0667550421362,96.2854718352838,95.397422044592,97.7015863567176,96.7261805873361,95.1379639364617,90.3247173589053,114.737077880185,57.7763881616181,71.5190056925263,71.3427249628195,76.6214449903096,91.5736939301903,109.448815335072,91.8051087706929,93.8129853682835,98.7496674647513,60.7561097862904,82.1697457248287,98.657611660427,72.4630756833029,57.6392655665454,86.7243174762687,60.658196576672,111.993170039717,115.970664338384,107.043087495922,139.009495235819,115.840007128616,73.1402174959099,51.6849286747984
"ACTR2",105.843453060665,106.467359769179,87.7243418934174,86.216861243889,107.475311810224,99.7644568249855,85.4734746536412,83.8795394613567,77.552429879678,83.3254426664142,86.3165214684993,90.6692699315948,92.5253433709312,88.8994820054601,74.4437206860489,64.3221472101295,106.568921056679,142.690170762784,67.6531134929302,68.598774002711,85.6357326362284,86.948759893312,212.649568377393,167.085297962661,268.25153073308,141.739824421389,83.5396509561493,134.865560917925,114.45572594592,105.90757215252,143.188070249523,117.569564413704,70.1114220171923,107.664931584076,103.824110966284,106.677128222432,136.051846401015,99.1323137927578,96.237128284092,51.6849286747984
"SPRED2",16.398281460103,33.0048815284454,19.3565667438736,32.3653201514915,37.6948901547342,36.9104905274474,35.2822014095396,28.9565961981911,21.9924801151326,37.8752012120064,39.3895112053434,30.8720520319234,38.4983072067861,38.2474515604886,39.9996111148919,34.2139080904944,31.1410978896163,5.25239892378346,15.4635687983841,10.9758038404338,4.50714382295939,36.9994722950264,26.7158525621041,29.3776348066217,16.6183002652388,30.6464485235435,30.3780548931452,26.7944823015746,31.5962285709864,29.3405014812359,16.3816860031234,31.2922795017464,24.4208323880108,54.1029806955155,41.6453258472004,59.2854023054336,172.135162185632,31.187694226935,53.8927918390915,0
"AC012370.1",0,0,0.0953525455363233,0,0,0,0,0,0,0,0,0,0,0,0.138887538593375,0,0,0,0,0,0,0,0,0,0.321644521262686,0,0,0,0,0.061253656537027,0,0,0,0,0,0,0,0,0,0
"AC007389.1",1.49075286000936,6.38804158615073,2.47916618394441,2.17581984211707,3.47780236546654,3.89152136551362,3.43455057968969,4.14973349099473,2.12208141461805,3.78752012120064,4.13346722525208,3.6156457334685,4.85272779917471,1.62440913963465,3.19441338764762,6.84278161809888,2.5525490073456,0.145899970105096,1.93294609979801,4.11592644016266,0,4.6249340368783,1.29270254332762,3.67220435082771,1.07214840420895,2.55387071029529,0,0.893149410052486,4.19133644309003,2.20513163533297,1.21345822245359,4.2468093609513,0.787768786710025,2.16411922782062,4.62725842746671,2.01277600419682,7.68988697049213,2.22769244478107,3.84948513136368,0
"AC012370.2",0,1.06467359769179,0.190705091072647,0.543954960529268,0.448748692318264,0.117924889864049,0.468347806321322,0.244101970058513,0,0,0,0.278126594882193,0,0,0.138887538593375,0,0.25525490073456,0,0,0,0,0,0,0,0,0,0,0,0,0.061253656537027,0,0,0,0,0,0,1.18305953392187,0,0,0
"AC007389.3",0,0,0.0953525455363233,0,0,0,0.156115935440441,0.0610254925146283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32241049562231,0.061253656537027,0,0,0,0,0,0,0,0,0,51.6849286747984
"AC007389.5",0,1.06467359769179,0,0,0.112187173079566,0.117924889864049,0,0.274614716315828,0.192916492238005,0,0,0,0.970545559834943,0.29534711629721,0.138887538593375,0,0.12762745036728,0,0,1.37197548005422,0,0,0,0,0,0,0,0,0,0.122507313074054,0.606729111226794,0,0,0,0.578407303433339,0,0,0,0,0
"AC118345.1",0,0,0.28605763660897,1.35988740132317,1.45843325003436,0.353774669592147,0.624463741761762,0.579742178888969,0,0,0.243145130897181,0.556253189764385,0.970545559834943,0.147673558148605,2.7777507718675,1.36855632361978,0.638137251836399,0,1.93294609979801,0,0,0.46249340368783,0.215450423887936,0,0.214429680841791,0.851290236765097,0,0,0.967231486866931,0.245014626148108,0,0.894065128621327,0.787768786710025,0,0.867610955150009,0.365959273490331,0,0,0,0
"LINC01873",0,0,0,0,0.112187173079566,0,0.0780579677202203,0,0,0,0,0,0,0,0,0,0.12762745036728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEIS1-AS3",0,0,0,0,0,0.117924889864049,0.0780579677202203,0.0610254925146283,0,0,0,0,0,0,0,0,0.38288235110184,0,0,0,0,0,0,0,0,0,0,0,0,0.061253656537027,0,0,0,0,0.289203651716669,0.182979636745166,0,0,0,0
"MEIS1",8.94451716005617,15.9701039653768,5.43509509557043,9.79118928952683,6.50685603861483,9.19814140939583,7.80579677202203,5.61434531134581,2.50791439909406,2.65126408484045,5.10604774884081,4.17189892323289,1.29406074644659,2.36277693037768,4.16662615780124,5.47422529447911,7.78527447240407,0,17.3965148981821,4.11592644016266,81.128588813269,44.8618601577195,7.54076483607778,7.34440870165543,2.68037101052239,2.97951582867784,7.5945137232863,5.35889646031492,5.80338892120159,3.92023401836973,2.42691644490718,6.70548846465995,5.51438150697018,10.2795663321479,11.8573497203834,13.5404931191422,40.8155539203044,7.79692355673376,161.678375517275,775.273930121976
"MEIS1-AS2",2.98150572001872,0,0.0953525455363233,0.543954960529268,0.112187173079566,0.235849779728098,0.312231870880881,0.0915382387719425,0,0,0,0.278126594882193,0.323515186611648,0.29534711629721,0,0,0,0,0,1.37197548005422,4.50714382295939,0.92498680737566,0,0,0,0.425645118382549,0,0,0,0.061253656537027,0,0,0,0,0,0.182979636745166,1.7745893008828,0,0,0
"LINC01798",0,1.06467359769179,0.762820364290586,0.543954960529268,0.448748692318264,0.943399118912393,0.468347806321322,0.335640208830456,0.192916492238005,0,0.243145130897181,0.556253189764385,0,0,0.555550154373499,0,0.893392152570959,0,0,1.37197548005422,4.50714382295939,10.6373482848201,0.646351271663809,0,0.321644521262686,0,0,1.33972411507873,0.32241049562231,0.428775595759189,0,0.894065128621327,0,0.541029806955155,2.02442556201669,1.09787782047099,0,1.11384622239054,57.7422769704552,0
"LINC01797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01799",1.49075286000936,0,0.28605763660897,1.08790992105854,0.336561519238698,0.353774669592147,0,0.427178447602398,2.50791439909406,4.54502414544077,1.21572565448591,1.11250637952877,0.647030373223295,0,0.27777507718675,0,0.38288235110184,0,0,0,0,0,0.215450423887936,0,0.214429680841791,0.851290236765097,15.1890274465726,0,0.32241049562231,0.122507313074054,0.606729111226794,0.223516282155332,0,0,0.289203651716669,0.365959273490331,0,0,0,51.6849286747984
"AC007403.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01828",0,6.38804158615073,2.38381363840808,1.35988740132317,3.81436388470524,4.48114581483387,4.44930416005255,2.34948146181319,2.50791439909406,30.6789129817252,6.32177340332671,3.6156457334685,3.55866705272812,2.80579760482349,3.19441338764762,2.73711264723955,3.70119606065112,0,7.73178439919203,0,9.01428764591878,0.92498680737566,3.66265720609492,5.50830652624157,0.428859361683582,0.851290236765097,15.1890274465726,1.78629882010497,5.48097842557928,1.89886335264784,1.21345822245359,4.69384192526197,1.57553757342005,1.08205961391031,4.04885112403337,3.65959273490331,0,3.34153866717161,3.84948513136368,103.369857349597
"LINC01829",4.47225858002809,3.19402079307536,1.43028818304485,0.815932440793902,1.90718194235262,1.29717378850454,2.49785496704705,1.98332850672542,1.35041544566603,4.92377615756084,2.91774157076617,2.22501275905754,1.29406074644659,1.32906202333744,0.833325231560249,0,1.40390195404008,0.291799940210192,0,0,4.50714382295939,0.46249340368783,1.29270254332762,0,0.428859361683582,2.97951582867784,7.5945137232863,2.23287352513122,0.32241049562231,1.47008775688865,0,1.78813025724265,0.787768786710025,0.541029806955155,1.73522191030002,1.82979636745166,1.7745893008828,1.11384622239054,0,0
"ETAA1",8.94451716005617,18.0994511607604,11.2516003732861,10.8790992105854,12.7893377310705,10.6132400877644,11.7867531257533,11.4117671002355,9.06707513518623,15.1500804848026,11.6709662830647,11.4031903901699,10.3524859715727,8.86041348891629,9.58324016294286,10.9484505889582,11.869352884157,17.9456963229268,7.73178439919203,5.48790192021688,9.01428764591878,10.1748548811323,7.32531441218984,7.34440870165543,3.64530457431045,6.81032189412078,30.3780548931452,9.3780688055511,7.41544139931314,8.26924363249864,9.70766577962871,10.5052652613006,5.51438150697018,12.9847153669237,13.0141643272501,10.0638800209841,8.872946504414,15.5938471134675,11.548455394091,103.369857349597
"LINC02831",0,0,0,0,0,0.117924889864049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061253656537027,0,0,0,0,0,0,0,0,0,0
"AC007422.1",0,0,0.0953525455363233,0.271977480264634,0.336561519238698,0.235849779728098,0.390289838601101,0.213589223801199,0,0,0,0,0,0,0,0,0.12762745036728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62308942086546,0.289203651716669,0,0,0,0,0
"LINC01812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223516282155332,0,0,0,0,0,0,0,0
"C1D",86.463665880543,95.8206237922609,82.6706569799923,71.5300773095988,81.8966363480831,75.8257041825836,62.6024901116167,76.525967613344,76.0090979417739,77.2654104724931,66.3786207349305,77.8754465670139,100.936738222834,76.6425766791259,86.8047116208592,109.484505889582,78.4908819758771,56.7550883708824,71.5190056925263,76.8306268830363,27.0428629377563,74.4614379937406,72.8222432741225,73.4440870165543,66.1515565396925,64.2724128757648,98.7286784027219,72.3451022142514,78.6681609318437,62.2337150416194,82.515159126844,71.7487265718615,48.0538959893116,61.6773979928876,52.9242682641505,63.4939339505724,52.646149259523,72.4000044553849,61.5917621018189,0
"WDR92",11.9260228800749,9.58206237922609,5.43509509557043,6.79943700661585,7.85310211556962,9.55191607898798,9.83530393274775,8.45203071327603,7.13791021280618,9.46880030300161,9.48266010499007,7.5094180618192,5.82327335900966,9.74645483780792,8.05547723841574,4.10566897085933,9.06154897607687,8.89989817641086,5.79883829939402,2.74395096010844,13.5214314688782,7.39989445900528,7.54076483607778,12.852715227897,4.07416393599403,3.40516094706039,7.5945137232863,10.7177929206298,6.1257994168239,7.41169244098026,6.67402022349474,10.7287815434559,4.72661272026015,5.9513278765067,13.0141643272501,11.7106967516906,18.3374227757889,10.0246160015148,7.69897026272736,0
"PNO1",8.94451716005617,6.38804158615073,13.5400614661579,16.5906262961427,11.5552788271953,14.6226863431421,12.3331588997948,13.0594553981305,9.83874110413825,13.6350724363223,11.9141114139619,18.0782286673425,17.1463048904173,16.2440913963465,12.6387660119971,16.4226758834373,14.9324116929717,12.5473974290383,23.1953531975761,19.2076567207591,4.50714382295939,15.2622823216984,14.0042775527159,7.34440870165543,29.698510796588,15.3232242617717,7.5945137232863,19.6492870211547,14.8308827986263,15.86469704309,18.8086024480306,15.4226234687179,8.66545665381028,9.19750671823763,10.7005351135168,14.2724116661229,5.3237679026484,17.8215395582486,15.3979405254547,0
"PPP3R1",43.2318329402715,46.8456382984387,30.4174620260871,28.8296129080512,41.2848796932803,38.325589205816,39.341215730991,35.3947856584844,23.3428955607986,34.0876810908058,46.4407200013616,34.2095711705097,39.7923679532326,39.2811664675289,33.6107843395967,50.6365839739317,31.3963527903509,25.0947948580765,13.5306226985861,19.2076567207591,58.5928696984721,25.8996306065185,63.1269741991654,64.263576139485,47.7106039872985,50.2261239691407,53.1615960630041,55.3752634232541,36.4323860053211,38.712310931401,40.0441213409684,39.3388656593384,26.7841387481409,46.5285633981433,40.1993075886171,52.1491964723722,74.5327506370776,32.3015404493256,46.1938215763642,0
"AC017083.2",0,1.06467359769179,0.476762727681616,0.543954960529268,0.224374346159132,0.117924889864049,0,0.427178447602398,0.192916492238005,0.378752012120064,0.243145130897181,0.278126594882193,0.323515186611648,0,0.138887538593375,0,0,0,0,0,0,0,0,0,0.107214840420895,0,0,0,0.644820991244621,0.306268282685135,0,0,0,0,0.289203651716669,0.182979636745166,0,0,0,0
"AC017083.1",1.49075286000936,1.06467359769179,0.190705091072647,0.543954960529268,0.56093586539783,1.17924889864049,1.48310138668418,1.22050985029257,1.15749895342803,1.51500804848026,0.729435392691544,0.834379784646578,1.29406074644659,1.32906202333744,0.27777507718675,0,1.02101960293824,2.62619946189173,0,1.37197548005422,0,0.46249340368783,1.07725211943968,0,2.2515116488388,1.70258047353019,0,0.893149410052486,0.644820991244621,1.28632678727757,3.03364555613397,1.56461397508732,0,2.16411922782062,1.15681460686668,0.914898183725828,0.591529766960933,0,7.69897026272736,0
"CNRIP1",5.96301144003745,1.06467359769179,0.953525455363233,2.99175228291097,3.25342801930741,3.18397202632933,2.41979699932683,2.34948146181319,1.15749895342803,2.65126408484045,1.94516104717745,3.05939254370412,0.323515186611648,2.21510337222907,1.52776292452712,4.10566897085933,2.42492155697832,0,17.3965148981821,21.9516076808675,4.50714382295939,8.78737467006877,3.87810762998286,3.67220435082771,14.0451440951373,17.877094972067,15.1890274465726,4.46574705026243,2.25687346935617,2.94017551377729,0,2.45867910370865,2.36330636013008,15.6898644016995,10.4113314618001,17.0171062173004,34.9002562506951,6.68307733434322,3.84948513136368,0
"AC015969.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321644521262686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLEK",0,3.19402079307536,0.57211527321794,0.543954960529268,3.36561519238698,1.76887334796074,2.34173903160661,1.58666280538034,2.31499790685606,2.65126408484045,2.43145130897181,5.28440530276166,0.970545559834943,1.32906202333744,1.52776292452712,0,1.2762745036728,0,17.3965148981821,16.4637057606506,0,0.92498680737566,107.940662367856,44.0664522099326,303.417998391134,118.329342910349,7.5945137232863,106.731354501272,27.7273026235187,7.0441705017581,70.9873060135349,13.4109769293199,6.3021502936802,1.08205961391031,1.73522191030002,2.37873527768715,1.18305953392187,4.45538488956215,0,0
