"Gene.names","POD","PEC","PT_S1_S2","PT_S3","DTL1","ATL","M_TAL","C_TAL","DCT1","DCT2","CNT","CNT_PC","CNT_IC_A","CCD_PC","IC_A","IC_B","PC","IMCD","FIB","MYOF","VSMC","VSMC_P","MON","ncMON","MDC","MAC_M2","MAST","NK1","NKT","T","T_CYT","B","PL","EC_AVR","EC_AEA","EC_PTC","EC_GC","EC_LYM","MC","REN"
"AL645608.6",0,0,0.0953525455363233,0.271977480264634,1.68280759619349,0.471699559456196,0.312231870880881,0.335640208830456,0,0,1.45887078538309,1.11250637952877,0.647030373223295,0.886041348891629,0.138887538593375,0,1.2762745036728,0,1.93294609979801,0,0,1.84997361475132,0.861801695551746,0,0,1.27693535514765,7.5945137232863,0,0.644820991244621,0.183760969611081,0,0.670548846465995,0,0.541029806955155,0.578407303433339,0.731918546980662,0.591529766960933,1.11384622239054,3.84948513136368,0
"AL645608.2",0,0,0,0,0.112187173079566,0.117924889864049,0.156115935440441,0.0610254925146283,0,0,0.243145130897181,0.278126594882193,0,0.147673558148605,0,1.36855632361978,0.12762745036728,0,0,1.37197548005422,0,0,0.215450423887936,0,0,0,0,0,0.32241049562231,0.061253656537027,0,0.223516282155332,0,0,0,0,0,0,0,0
"AL645608.4",0,0,0,0,0,0,0,0,0,0,0,0.278126594882193,0,0,0,0,0,0.437699910315288,0,0,0,0,0.215450423887936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02593",4.47225858002809,3.19402079307536,0.858172909826909,2.17581984211707,4.03873823086437,2.59434757700908,2.65397090248749,1.18999710403525,2.31499790685606,1.13625603636019,3.40403183256054,3.05939254370412,2.91163667950483,6.94065723298443,0.972212770153624,0,4.72221566358936,3.35569931241721,3.86589219959601,2.74395096010844,0,3.23745382581481,1.07725211943968,0,0.214429680841791,1.27693535514765,0,1.33972411507873,2.25687346935617,0.796297534981351,2.42691644490718,0.894065128621327,0.787768786710025,2.16411922782062,2.02442556201669,2.37873527768715,1.18305953392187,0,11.548455394091,0
"SAMD11",76.0283958604774,20.228798356144,4.57692218574352,8.43130188820366,14.8087068465027,10.0236156384442,8.97666628782533,5.94998552017626,3.47249686028409,3.40876810908058,10.698385759476,9.17817763111235,8.08787966529119,19.04988900117,2.7777507718675,12.317006912578,11.2312156323206,5.54419886399365,28.9941914969701,12.347779320488,4.50714382295939,12.9498153032592,5.38626059719841,5.50830652624157,1.07214840420895,6.81032189412078,7.5945137232863,8.03834469047237,6.1257994168239,5.20656080564729,4.85383288981435,3.57626051448531,3.1510751468401,8.65647691128247,4.33805477575004,7.13620583306146,3.5491786017656,5.56923111195268,26.9463959195458,0
"NOC2L",23.8520457601498,24.4874927469111,15.5424649224207,14.9587614145549,21.0911885389584,21.4623299552569,18.1875064788113,20.3825144998859,24.1145615297506,19.3163526181233,21.1536263880548,22.5282541854576,21.0284871297571,23.6277693037768,17.9164924785453,27.3711264723955,21.9519214631721,32.6815933035415,17.3965148981821,20.5796322008133,18.0285752918376,22.6621767807037,22.6222945082333,12.852715227897,13.0802105313492,22.1335461558925,15.1890274465726,23.6684593663909,21.2790927110725,19.4786627787746,19.4153315592574,17.8813025724265,9.45322544052031,17.8539836295201,21.4010702270335,22.3235156829102,11.8305953392187,17.8215395582486,34.6453661822731,51.6849286747984
"KLHL17",1.49075286000936,1.06467359769179,1.81169836519014,2.71977480264634,2.91686650006871,3.06604713646528,2.88814480564815,2.86819814818753,2.31499790685606,2.27251207272039,2.67459643986899,1.39063297441096,2.58812149289318,2.80579760482349,2.222200617494,5.47422529447911,3.31831370954928,6.41959868462423,0,1.37197548005422,0,3.69994722950264,1.29270254332762,0,1.39379292547164,0.851290236765097,0,4.01917234523619,3.86892594746772,2.87892185724027,6.67402022349474,2.45867910370865,0.787768786710025,4.32823845564124,3.18124016888336,2.19575564094199,3.5491786017656,2.22769244478107,3.84948513136368,0
"PLEKHN1",0,0,0.0953525455363233,0,0.56093586539783,1.17924889864049,0.156115935440441,0.0305127462573142,0,1.13625603636019,0,0.556253189764385,0,0.443020674445814,0.27777507718675,0,0.38288235110184,2.18849955157644,0,0,0,0,0.646351271663809,1.83610217541386,0,0,0,0,0.32241049562231,0.245014626148108,0,0,0,0,0.289203651716669,0,0,0,3.84948513136368,0
"PERM1",1.49075286000936,0,0.381410182145293,1.08790992105854,1.12187173079566,1.06132400877644,1.01475358036286,0.976407880234053,7.13791021280618,5.3025281696809,0.729435392691544,0,0.647030373223295,1.18138846518884,1.111100308747,2.73711264723955,1.40390195404008,0,0,0,4.50714382295939,1.38748021106349,0.430900847775873,0,0.107214840420895,1.27693535514765,0,1.33972411507873,0.32241049562231,0.183760969611081,0,0.447032564310664,0,1.08205961391031,1.44601825858335,0.914898183725828,0,2.22769244478107,0,0
"AL645608.7",0,1.06467359769179,0.953525455363233,1.6318648815878,3.36561519238698,2.12264801755288,2.26368106388639,1.43409907409377,0.578749476714015,2.27251207272039,7.29435392691544,2.22501275905754,3.88218223933977,4.57788030260675,0.138887538593375,0,3.95645096138568,0.437699910315288,7.73178439919203,0,13.5214314688782,6.01241424794179,1.93905381499143,0,2.78758585094328,2.55387071029529,0,1.78629882010497,2.57928396497848,0.918804848055405,1.21345822245359,1.34109769293199,0.787768786710025,4.86926826259639,1.73522191030002,1.64681673070649,3.5491786017656,1.11384622239054,3.84948513136368,0
"HES4",35.7780686402247,58.5570478730483,56.0672967753581,77.5135818754207,118.694029118181,108.019199115469,88.2055035238489,78.082117672467,45.7212086604072,51.1315216362087,152.938287334327,195.801122797064,116.141951993581,128.328322031138,58.6105412864042,69.7963725046086,120.735568047447,46.8338904037359,208.758178778185,109.758038404338,527.335827286249,256.221345643058,97.3835915973473,38.558145683691,123.725925845713,111.519021016228,45.5670823397178,72.7916769192776,122.515988336478,64.5001003334894,66.7402022349473,77.1131173435895,76.4135723108725,110.911110425807,111.921813214351,103.566474397764,137.234905934936,80.1969280121186,215.571167356366,413.479429398387
