"Gene.names","POD","PE","PT_S1_f","PT_S1_m","PT_S2_f","PT_S2_m","PT_S3_f","PT_S3_m","DTL_OM_cortex","DTL_OM_juxtmed","DTL_IM_upper","DTL_IM_lower","LOH_IM_1","LOH_IM_2","ATL_IM","TAL_OM_inner_stripe","TAL_OM_outer_stripe_cort","MD","DCT","CNT","PC_CNT","IC_non_A_B","ICA_CCD","PC_CCD","ICB_CCD","ICA_OMCD","PC_OMCD","ICA_IMCD","PC_IMCD_1","PC_IMCD_2","PC_deep_IMCD_1","Deep_IMCD_2","Pelvic_epithelium","Vascular","VSMC","Fibroblast","Macrophages","T_lymphocytes","B_lymphocytes","NK_myeloid"
"Gm14496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm21950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm21364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm10921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm10922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt11",0,13.7694200457971,7.9889401113099,1.5908185588711,3.32932150092472,4.84728389717748,0,0,0,0,0,0,0,3.50717278209462,0,0,0,0,0,320.027522366924,98.8292684855205,0,0,85.4012479093118,0,0,134.963266174554,0,94.0568266676083,66.2388174323707,17.0062821206154,0,57.5189764689867,7.88854920491141,30.0176503784225,75.4361150400754,1.44675664287355,0,0,1.72677602799726
"AU022751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08383038254453,0,0,0,0,0,0,0,0,0,0,1.72677602799726
"Nudt10",0,41.3082601373913,5.3259600742066,3.18163711774221,3.32932150092472,0,0,0,0,0,0,2.43108304992983,0,5.26075917314193,0,0,2.20418075781057,0,6.33708943185775,33.3362002465545,0,13.6918217379577,20.1385938025491,19.7079802867643,0,0,35.7255704579701,0,29.2963886341731,19.0687504729552,17.0062821206154,0,0,16.8060396104634,26.6823558919311,0,1.44675664287355,0,0,0
"Bmp15",0,0,15.9778802226198,4.77245567661331,4.99398225138708,3.23152259811832,0,0,0,0,0,0,0,0,0,3.29464975237412,4.40836151562114,0,9.50563414778663,6.66724004931091,0,0,0,0,0,0,0,7.19717525265684,4.6257455738168,2.00723689189002,0,0,0,4.80172560298955,3.33529448649139,0,0.723378321436774,0,4.70886500343276,0
"Shroom4",0,185.887170618261,183.745622560128,122.493029033075,204.75327230687,138.955471719088,156.93094761368,46.5380355364439,147.848799960574,142.13053674582,75.9238028714382,58.3459931983158,271.816402656274,101.708010680744,0,306.402426970794,246.868244874784,304.847842820452,221.798130115021,200.017201479327,296.487805456562,157.455949986514,120.831562815295,243.065090203426,74.6554185836001,143.150747962658,254.048501034454,136.74632980048,194.281314100306,133.481253310686,85.0314106030768,26.537887146308,67.1054725471512,276.442202572113,70.0411842163192,75.4361150400754,26.7649978931606,22.7966239719672,37.6709200274621,36.2622965879424
"Dgkk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34298040021354,0,0,0,0,0,1.72677602799726
"Ccnb3",0,0,0,0,0,0,0,0,0,0,0,0,0,1.75358639104731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akap4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723378321436774,0,0,0
"Clcn5",81.9396760105211,213.426010709855,575.203688014313,561.5589512815,461.111027878074,615.605054941539,489.25530726618,232.69017768222,197.131733280765,182.73926153034,113.885704307157,70.501408447965,125.453724302895,63.1291100777032,112.935224119952,164.732487618706,370.302367312176,457.271764230678,237.640853694666,93.3413606903527,98.8292684855205,2348.14742805975,3645.08547826139,157.663842294114,1306.469825213,2433.56271536519,210.383914919157,1014.80171062461,158.817264701043,53.1917776350855,68.0251284824614,39.806830719462,76.6919686253156,32.9261184204998,30.0176503784225,0,112.1236398227,37.9943732866121,70.6329750514914,72.5245931758847
"Usp27x",81.9396760105211,13.7694200457971,10.6519201484132,6.36327423548442,11.6526252532365,3.23152259811832,0,0,0,0,25.3079342904794,9.72433219971931,0,3.50717278209462,37.6450747066508,16.4732487618706,15.429265304674,0,15.8427235796444,0,19.7658536971041,27.3836434759154,40.2771876050983,19.7079802867643,18.6638546459,20.4501068518083,19.8475391433167,0,29.2963886341731,8.02894756756008,8.50314106030768,0,9.58649607816445,7.54556880469787,6.67058897298278,37.7180575200377,7.23378321436774,5.06591643821494,0,3.45355205599451
"Ppp1r3f",0,27.5388400915942,1.33149001855165,3.18163711774221,6.65864300184944,1.61576129905916,0,46.5380355364439,24.6414666600956,0,37.9619014357191,14.586498299579,20.9089540504826,7.01434556418924,0,13.1785990094965,13.2250845468634,0,6.33708943185775,0,9.88292684855205,13.6918217379577,20.1385938025491,6.56932676225475,18.6638546459,0,3.96950782866334,7.19717525265684,12.3353215301781,9.03256601350509,8.50314106030768,19.903415359731,0,7.54556880469787,3.33529448649139,0,4.34026992862064,30.3954986292897,4.70886500343276,5.18032808399177
"Ppp1r3fos",0,13.7694200457971,2.6629800371033,1.5908185588711,0,0,0,0,0,0,0,2.43108304992983,0,1.75358639104731,0,3.29464975237412,2.20418075781057,0,3.16854471592888,0,0,0,0,0,0,0,0,7.19717525265684,1.54191519127227,0,0,0,0,1.02894120064062,0,0,0.723378321436774,2.53295821910747,0,0
"Foxp3",0,0,0,3.18163711774221,0,0,0,0,0,0,0,0,0,5.26075917314193,0,0,0,0,0,0,0,0,0,0,0,0,3.96950782866334,0,0,1.00361844594501,0,0,19.1729921563289,0.34298040021354,0,0,2.17013496431032,108.917203421621,0,5.18032808399177
"Ccdc22",491.638056063126,234.080140778551,246.325653432055,260.894243654861,254.693094820741,147.034278214383,92.3123221256943,93.0760710728879,172.490266620669,162.43489913808,240.425375759554,184.762311794667,250.907448605791,273.55947700338,263.515522946555,135.080639847339,96.9839533436651,228.635882115339,110.899065057511,120.010320887596,108.712195334073,68.4591086897885,120.831562815295,118.247881720586,130.6469825213,40.9002137036166,138.932774003217,107.957628789853,152.649603935954,174.629609594432,136.050256964923,119.420492158386,220.489409797782,193.78392612065,213.458847135449,414.898632720415,228.587549574021,164.642284241986,117.721625085819,195.12569116369
"Cacna1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08383038254453,0,8.50314106030768,0,0,0,0,0,31.8286461432181,2.53295821910747,0,48.3497287839232
"Syp",81.9396760105211,6.88471002289855,11.9834101669649,14.3173670298399,21.6405897560107,19.3891355887099,23.0780805314236,0,0,20.30436239226,63.2698357261985,14.586498299579,20.9089540504826,29.8109686478043,75.2901494133015,174.616436875829,167.517737593603,228.635882115339,98.2248861937952,46.6706803451764,138.360975879729,109.534573903662,181.247344222942,164.233169056369,37.3277092918,143.150747962658,95.2681878879201,122.351979295166,77.0957595636133,86.3111863512709,85.0314106030768,53.075774292616,28.7594882344934,32.5831380202863,100.058834594742,339.462517680339,18.0844580359194,7.59887465732242,23.5443250171638,15.5409842519753
"Gm14703",0,6.88471002289855,10.6519201484132,7.95409279435552,11.6526252532365,19.3891355887099,13.8468483188541,0,24.6414666600956,0,0,9.72433219971931,0,0,0,13.1785990094965,26.4501690937268,0,19.0112682955733,33.3362002465545,19.7658536971041,34.2295543448942,20.1385938025491,6.56932676225475,0,0,19.8475391433167,14.3943505053137,6.16766076508907,5.01809222972505,8.50314106030768,0,9.58649607816445,7.20258840448433,20.0117669189483,37.7180575200377,5.06364825005742,7.59887465732242,14.1265950102983,1.72677602799726
"Prickle3",81.9396760105211,151.463620503768,54.5910907606177,50.9061938838753,56.5984655157202,59.7831680651889,129.237250975972,186.152142145776,0,60.9130871767799,113.885704307157,106.967654196912,83.6358162019303,64.8826964687505,37.6450747066508,88.9555433141014,101.392314859286,228.635882115339,76.045073182293,106.675840788975,69.1804879398644,109.534573903662,181.247344222942,124.81720848284,93.3192732295001,143.150747962658,111.146219202574,194.323731821735,126.437045684326,118.426976621511,34.0125642412307,33.172358932885,162.970433328796,278.157104573181,126.741190486673,150.872230080151,112.1236398227,169.708200680201,202.481195147609,143.322410323772
"Plp2",573.577732073647,578.315641923478,71.9004610017891,60.451105237102,44.9458402624837,45.2413163736564,110.774786550833,232.69017768222,1379.92213296535,304.5654358839,1037.62530590966,1310.35376391218,1777.26109429102,2037.66738639697,1769.31851121259,138.375289599713,125.638303195202,914.543528461357,85.5507073300797,73.33964054242,256.956098062353,219.069147807323,221.524531828041,216.787783154407,429.2686568557,204.501068518083,615.273713442818,287.887010106274,898.936556511731,951.43028675587,1386.01199283015,1857.65210024156,1361.28244309935,383.452087438737,403.570632865458,414.898632720415,415.942534826145,430.60289724827,1083.03895078954,1472.93995188166
"Magix",0,27.5388400915942,57.254070797721,33.4071897362932,88.2270197745051,51.7043615698931,166.16217982625,46.5380355364439,49.2829333201912,20.30436239226,0,2.43108304992983,0,3.50717278209462,75.2901494133015,171.321787123454,101.392314859286,0,190.112682955733,120.010320887596,59.2975610913123,95.8427521657039,60.4157814076474,39.4159605735285,55.9915639377001,81.8004274072332,55.5731096012868,50.3802267685979,38.5478797818067,13.0470397972851,0,0,9.58649607816445,230.482828943499,10.0058834594742,0,6.51040489293097,7.59887465732242,9.41773000686553,12.0874321959808
"Gpkow",0,110.155360366377,103.856221447029,109.766480562106,88.2270197745051,82.4038262520171,96.927938231979,0,147.848799960574,182.73926153034,189.809507178596,226.090723643474,376.361172908686,159.576361585305,150.580298826603,102.134142323598,92.5755918280439,152.423921410226,91.8877967619374,153.346521134151,158.126829576833,116.38048477264,181.247344222942,210.218456392152,93.3192732295001,184.050961666275,138.932774003217,151.140680305794,146.481943170865,151.546385337697,153.056539085538,179.130738237579,172.55692940696,166.002513703353,113.400012540707,188.590287600189,80.2949936794819,131.713827393589,235.443250171638,122.601097987805
"Wdr45",491.638056063126,406.197891351014,295.590784118466,264.075880772603,336.261471593397,271.447898241939,272.321350270798,511.918390900883,542.112266522103,487.304697414239,417.58091579291,274.71238464207,271.816402656274,392.803351594597,338.805672359857,319.58102598029,304.176944577859,457.271764230678,373.888276479607,233.353401725882,415.082927639186,198.531415200387,281.940313235688,354.743645161757,111.9831278754,347.651816480741,432.676353324304,230.309608085019,396.272204156972,320.154284256458,204.075385447384,92.8826050120781,479.324803908223,408.832637054539,380.223571460018,377.180575200377,190.971876859308,207.702573966813,287.240765209398,200.306019247682
"RP23-109E24.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34298040021354,0,0,0,0,0,0
"Praf2",81.9396760105211,296.042530984637,90.5413212615122,62.0419237959731,69.9157515194191,17.7733742896507,18.4624644251389,93.0760710728879,123.207333300478,142.13053674582,291.041244340513,277.143467692,209.089540504826,294.602513695948,112.935224119952,158.143188113958,138.863387742066,533.483724935791,186.944138239804,186.682721380705,326.136586002218,82.1509304277462,100.692969012746,229.926436678916,130.6469825213,143.150747962658,238.1704697198,187.126556569078,263.667497707558,210.759873648452,552.704168919999,689.985065804008,258.83539411044,415.349264658596,390.229454919493,867.515322960867,125.144449608562,111.450161640729,136.55708509955,120.874321959808
"Ccdc120",0,82.6165202747825,7.9889401113099,12.7265484709688,9.98796450277416,12.9260903924733,23.0780805314236,46.5380355364439,197.131733280765,20.30436239226,113.885704307157,87.5189897974738,376.361172908686,184.126571059968,263.515522946555,52.714396037986,39.6752536405903,152.423921410226,44.3596260230043,33.3362002465545,19.7658536971041,47.921376082852,120.831562815295,39.4159605735285,37.3277092918,40.9002137036166,95.2681878879201,93.5632782845389,101.76640262397,102.369081486391,110.540833784,46.441302506039,76.6919686253156,21.9507456136665,3.33529448649139,37.7180575200377,7.95716153580451,0,9.41773000686553,6.90710411198902
"Tfe3",81.9396760105211,123.924780412174,163.773272281853,173.39922291695,109.867609530516,101.792961840727,124.621634869687,46.5380355364439,98.5658666403824,81.2174495690399,139.193638597637,179.900145694807,250.907448605791,156.069188803211,225.870448239905,158.143188113958,136.659206984255,152.423921410226,123.573243921226,120.010320887596,217.424390668145,164.301860855492,181.247344222942,118.247881720586,130.6469825213,204.501068518083,166.71932880386,129.549154547823,154.191519127227,155.560859121477,246.591090748923,265.37887146308,134.210945094302,268.553653367201,200.117669189483,301.744460160302,527.342796327408,131.713827393589,98.886165072088,262.469956255583
"Gripap1",327.758704042084,433.736731442608,371.485715175911,394.523002600034,292.980292081375,303.763124223122,346.171207971354,465.380355364439,369.621999901434,426.391610237459,366.965047211951,335.489460890316,188.180586454343,257.777199483955,263.515522946555,224.03618316144,216.009714265436,609.695685640904,297.843203297314,280.024082071058,256.956098062353,301.220078235069,281.940313235688,413.867586022049,298.6216743344,224.951175369891,285.80456366376,280.689834853617,322.260274975904,280.009546418658,323.119360291692,225.572040743618,182.143425485125,472.284011094044,343.535332108613,264.026402640264,440.537397754995,402.740356838088,663.949965484019,345.355205599451
"Kcnd1",0,0,2.6629800371033,1.5908185588711,0,0,0,0,0,0,0,0,0,0,0,0,2.20418075781057,0,9.50563414778663,0,0,0,0,6.56932676225475,0,0,0,0,3.08383038254453,0,0,6.634471786577,9.58649607816445,2.05788240128124,10.0058834594742,0,5.06364825005742,0,0,6.90710411198902
"Otud5",163.879352021042,172.117750572464,174.425192430266,159.08185588711,158.142771293924,161.576129905916,156.93094761368,186.152142145776,172.490266620669,243.65234870712,139.193638597637,123.985235546421,313.634310757239,120.997460982264,150.580298826603,135.080639847339,176.334460624846,76.2119607051131,155.258691080515,100.008600739664,247.073171213801,171.147771724471,221.524531828041,249.634416965681,223.9662557508,122.70064111085,206.414407090494,208.718082327048,195.823229291578,124.448687297181,127.547115904615,145.958379304694,124.624449016138,150.568395693744,110.064718054216,226.308345120226,153.356204144596,197.570741090383,221.31665516134,189.945363079698
"Pim2",81.9396760105211,75.731810251884,34.6187404823429,20.6806412653244,18.311268255086,21.0048968877691,9.23123221256943,46.5380355364439,73.9243999802868,60.9130871767799,63.2698357261985,26.7419135492281,20.9089540504826,33.3181414298989,0,26.357198018993,15.429265304674,76.2119607051131,34.8539918752176,13.3344800986218,9.88292684855205,34.2295543448942,60.4157814076474,52.554614098038,18.6638546459,40.9002137036166,39.6950782866334,35.9858762632842,33.9221342079899,37.1338824999654,8.50314106030768,106.151548585232,19.1729921563289,23.6656476147342,43.3588283243881,0,23.8714846074135,245.696947253425,174.228005127012,81.158473315871
"Slc35a2",409.698380052605,316.696661053333,159.778802226198,198.852319858888,163.136753545311,229.4381044664,244.62765363309,325.766248755108,320.339066581243,81.2174495690399,366.965047211951,311.178630391018,250.907448605791,264.791545048144,301.160597653206,161.437837866332,171.926099109224,152.423921410226,193.281227671661,226.686161676571,197.658536971041,143.764128248556,261.801719433139,183.941149343133,205.3024011049,286.301495925316,226.26194623381,273.49265960096,257.499836942469,306.103626013228,348.628783472615,325.089117542273,297.181378423098,373.162675432331,233.470614054397,301.744460160302,229.310927895457,235.565114376995,301.367360219697,184.765034995706
"Pqbp1",163.879352021042,440.621441465507,193.066052689989,154.309400210497,173.124718048085,155.113084709679,143.084099294826,139.614106609332,517.470799862008,446.69597262972,417.58091579291,495.940942185685,292.725356706756,480.482671146963,639.966270013063,177.911086628203,202.784629718572,533.483724935791,278.831935001741,286.691322120369,306.370732305114,328.603721710985,221.524531828041,413.867586022049,541.251784731101,265.851389073508,345.347181093711,259.098309095646,391.646458583156,423.526984188794,357.131924532922,431.240666127505,335.527362735756,597.128876771772,560.329473730554,377.180575200377,368.199565611318,623.107721900438,1064.2034907758,485.224063867229
"Timm17b",819.396760105211,709.12513235855,501.971736993972,404.06791395326,527.697457896568,517.043615698931,383.096136821631,651.532497510215,665.319599822581,324.86979827616,936.393568747738,624.788343831965,731.81339176689,576.929922654565,602.321195306412,513.965361370363,432.019428530872,457.271764230678,659.057300913206,553.380924092805,563.326830367467,547.672869518308,584.019220273925,656.932676225475,671.898767252401,818.004274072332,654.968791729451,582.971195465204,718.532479132876,795.869427634393,493.182181497845,636.909291511392,671.054725471512,615.992798783517,663.723602811787,754.361150400754,353.731999182583,557.250808203644,649.823370473721,447.234991251289
"Gm10491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm10490",0,0,0,0,0,0,0,0,0,0,0,0,20.9089540504826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54191519127227,1.00361844594501,0,6.634471786577,0,0.685960800427079,0,0,0.723378321436774,0,0,0
"Pcsk1n",0,6.88471002289855,0,0,0,0,0,0,24.6414666600956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3411779459656,0,0,0,0,0
"Eras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hdac6",81.9396760105211,123.924780412174,201.054992801299,168.626767240337,301.303595833687,281.142466036294,484.639691159895,604.994461973771,24.6414666600956,182.73926153034,113.885704307157,104.536571146983,41.8179081009652,91.1864923344601,75.2901494133015,115.312741333094,185.151183656088,228.635882115339,285.169024433599,213.351681577949,306.370732305114,246.452791283239,322.217500840786,262.77307049019,55.9915639377001,143.150747962658,174.658344461187,251.901133842989,222.035787543206,148.535529999861,187.069103326769,86.248133225501,115.037952937973,58.3066680363017,90.0529511352675,75.4361150400754,57.1468873935051,48.126206163042,75.3418400549242,41.4426246719341
"Gata1",0,0,0,0,0,0,0,46.5380355364439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58649607816445,0,0,0,0.723378321436774,10.1318328764299,0,5.18032808399177
"Glod5",0,137.694200457971,956.009833320085,846.315473319427,1097.01143455469,743.250197567213,756.961041430693,837.684639655991,0,1279.17483071238,12.6539671452397,0,0,1.75358639104731,0,1153.12741333094,1366.59206984255,0,1777.5535856361,460.039563402453,79.0634147884164,759.896106456652,2215.24531828041,164.233169056369,2650.2673597178,981.605128886798,63.5121252586134,489.407917180665,6.16766076508907,3.01085533783503,0,13.268943573154,0,20.5788240128124,20.0117669189483,37.7180575200377,9.40391817867806,27.8625404101822,9.41773000686553,20.7213123359671
"Gm14820",0,0,0,0,1.66466075046236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suv39h1",0,89.5012302976811,25.2983103524814,22.2714598241955,16.6466075046236,32.3152259811832,41.5405449565624,186.152142145776,24.6414666600956,101.5218119613,75.9238028714382,58.3459931983158,62.7268621514477,42.0860733851354,0,19.7678985142447,19.8376268202951,76.2119607051131,41.1910813070754,13.3344800986218,29.6487805456562,20.5377326069365,0,59.1239408602928,18.6638546459,20.4501068518083,59.5426174299501,28.7887010106273,37.0059645905344,73.2641465539857,34.0125642412307,59.710246079193,19.1729921563289,63.7943544397184,56.7000062703536,0,101.272965001148,73.4557883541167,89.4684350652225,113.967217847819
"Was",81.9396760105211,6.88471002289855,5.3259600742066,1.5908185588711,4.99398225138708,3.23152259811832,9.23123221256943,0,0,0,25.3079342904794,7.29324914978948,0,1.75358639104731,0,6.58929950474825,6.61254227343171,0,3.16854471592888,0,0,0,0,0,0,40.9002137036166,11.90852348599,0,10.7934063389059,8.02894756756008,8.50314106030768,0,0,5.83066680363017,6.67058897298278,150.872230080151,680.699000472004,815.612546552606,536.810610391335,604.37160979904
"Wdr13",245.819028031563,302.927241007536,174.425192430266,130.447121827431,118.190913282828,137.339710420028,193.855876463958,186.152142145776,295.697599921147,284.26107349164,215.117441469075,119.123069446562,250.907448605791,170.097879931589,75.2901494133015,319.58102598029,368.098186554365,304.847842820452,304.180292729172,360.030962662789,405.200000790634,369.679186924858,322.217500840786,269.342397252445,335.9493836262,265.851389073508,246.109485377127,395.844638896126,325.344105358448,179.647701824157,93.5345516633845,99.5170767986551,143.797441172467,211.961887331967,343.535332108613,339.462517680339,113.570396465574,108.917203421621,145.974815106416,151.956290463759
"Rbm3",3605.34574446293,3029.27241007536,874.788942188434,1051.5310674138,815.683767726556,1098.71768336023,900.045140725519,1163.4508884111,2217.7319994086,1522.8271794195,1303.35861595969,483.785526936036,501.814897211582,757.549320932438,677.611344719714,652.340650970077,903.714110702334,2057.72293903805,956.900504210521,953.41532705146,1037.70731909797,1026.88663034683,1651.36469180903,1432.11323417154,1119.831278754,940.704915183182,1417.11429483281,633.351422233802,985.283807222978,745.688505337142,280.603654990153,617.005876151661,1533.83937250631,2175.52467855448,3225.22976843717,2149.92927864215,1458.33069601654,4645.4453738431,4016.66184792815,4192.61219597734
"Rbm3os",0,0,5.3259600742066,4.77245567661331,3.32932150092472,4.84728389717748,4.61561610628472,0,0,0,0,0,20.9089540504826,3.50717278209462,37.6450747066508,0,4.40836151562114,0,9.50563414778663,20.0017201479327,0,0,0,0,0,0,3.96950782866334,7.19717525265684,10.7934063389059,10.0361844594501,8.50314106030768,13.268943573154,47.9324803908223,6.51662760405725,6.67058897298278,0,2.17013496431032,5.06591643821494,0,3.45355205599451
"Tbc1d25",81.9396760105211,110.155360366377,38.6132105379979,49.3153753250042,49.9398225138708,77.5565423548396,64.618625487986,186.152142145776,98.5658666403824,81.2174495690399,126.539671452397,75.3635745478246,41.8179081009652,92.9400787255074,112.935224119952,29.6518477713671,24.2459883359163,0,41.1910813070754,20.0017201479327,49.4146342427603,61.6131978208097,80.5543752101966,26.277307049019,74.6554185836001,143.150747962658,71.4511409159401,43.183051515941,69.386183607252,80.2894756756008,68.0251284824614,59.710246079193,115.037952937973,76.8276096478329,40.0235338378967,75.4361150400754,63.6572922864361,40.5273315057195,75.3418400549242,41.4426246719341
"Ebp",1474.91416818938,736.663972450144,432.734256029286,427.930192336327,1251.82488434769,793.338797838047,2141.64587331611,1396.14106609332,936.375733083633,690.348321336839,1024.97133876442,483.785526936036,271.816402656274,301.616859260137,602.321195306412,392.063320532521,482.715585960515,838.331567756244,576.675138299055,426.703363155898,543.560976670363,1437.64128248556,1651.36469180903,650.36334946322,1045.1758601704,777.104060368715,770.084518760688,719.717525265684,721.616309515421,470.69705114821,306.113078171076,331.72358932885,603.949252924361,790.226842091995,350.205921081596,452.616690240453,1086.51423879803,818.145504771713,574.481530418797,927.278727034526
"Porcn",81.9396760105211,20.6541300686956,19.9723502782748,23.8622783830666,31.6285542587848,11.3103290934141,41.5405449565624,0,98.5658666403824,20.30436239226,88.5777700166779,31.6040796490877,20.9089540504826,36.8253142119935,75.2901494133015,26.357198018993,83.7588687968016,0,63.3708943185775,40.0034402958654,49.4146342427603,41.0754652138731,80.5543752101966,124.81720848284,149.3108371672,81.8004274072332,95.2681878879201,86.366103031882,89.4310810937915,60.2171067567006,25.509423180923,39.806830719462,105.451456859809,74.7697272465516,73.3764787028106,37.7180575200377,26.0416195717239,5.06591643821494,4.70886500343276,25.9016404199588
"Ftsj1",245.819028031563,123.924780412174,122.497081706752,127.265484709688,141.496163789301,137.339710420028,78.4654738068402,0,98.5658666403824,121.82617435356,126.539671452397,126.416318596351,125.453724302895,131.518979328548,37.6450747066508,95.5448428188496,90.3714110702333,228.635882115339,104.561975625653,93.3413606903527,49.4146342427603,82.1509304277462,201.385938025491,111.678554958331,55.9915639377001,184.050961666275,107.17671137391,86.366103031882,137.230452023232,136.492108648521,144.553398025231,126.054963944963,143.797441172467,188.296239717233,193.447080216501,226.308345120226,62.2105356435626,96.2524123260839,131.848220096117,98.4262335958436
"Slc38a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34298040021354,0,0,0.723378321436774,0,0,0
"Ssxb10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssxb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssxb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssxb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssxb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssxb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssxb8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssx9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
